Domain (Uniprot_Pfam_Start_End)	Pocket Sets
P43403_PF07714_338_593	PDB-LIG,PDB-PD,AF2-LIG
P43405_PF00017_15_92	PDB-PD,AF2-PD
P43405_PF00017_168_244	PDB-PD,AF2-PD
P43405_PF07714_371_626	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P43487_PF00638_37_161	PDB-PD,AF2-PD
P43489_PF00020_128_166	AF2-PD
P43489_PF00020_31_64	PDB-PD,AF2-PD
P43489_PF00020_67_107	PDB-PD,AF2-PD
P43490_PF18127_10_116	PDB-PD,AF2-PD
P43626_PF00047_132_213	PDB-PD,AF2-PD
P43626_PF00047_32_115	PDB-PD,AF2-PD
P43627_PF00047_132_213	PDB-PD,AF2-PD
P43627_PF00047_32_115	PDB-PD,AF2-PD
P43628_PF00047_132_213	PDB-PD,AF2-PD
P43628_PF00047_32_115	PDB-PD,AF2-PD
P43629_PF00047_127_210	PDB-PD,AF2-PD
P43629_PF00047_227_307	PDB-PD,AF2-PD
P43629_PF00047_32_110	PDB-PD,AF2-PD
P43630_PF00047_127_210	AF2-PD
P43630_PF00047_227_307	AF2-PD
P43630_PF00047_32_110	AF2-PD
P43631_PF00047_132_213	PDB-PD,AF2-PD
P43631_PF00047_32_115	PDB-PD,AF2-PD
P43632_PF00047_132_213	PDB-PD,AF2-PD
P43632_PF00047_32_115	PDB-PD,AF2-PD
P43652_PF00273_222_394	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P43652_PF00273_30_202	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P43652_PF00273_414_590	PDB-PD,AF2-PD
P43686_PF00004_202_335	PDB-PD,AF2-PD
P43686_PF16450_89_144	PDB-PD,AF2-PD
P43686_PF17862_357_401	PDB-PD,AF2-PD
P43694_PF00320_217_251	AF2-PD
P43694_PF00320_271_305	AF2-PD
P43699_PF00046_162_218	AF2-PD
P45381_PF04952_10_301	PDB-PD,AF2-PD
P45452_PF00413_112_267	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P45452_PF01471_32_91	AF2-PD
P45844_PF00005_101_245	PDB-PD,AF2-PD
P45877_PF00160_41_198	PDB-PD,AF2-PD
P45954_PF00441_280_428	PDB-PD,AF2-PD
P45954_PF02770_173_268	PDB-PD,AF2-PD
P45954_PF02771_58_170	PDB-PD,AF2-PD
P45973_PF00385_20_69	PDB-PD,AF2-PD
P45973_PF01393_123_174	PDB-PD,AF2-PD
P45974_PF00627_723_759	PDB-PD,AF2-PD
P45974_PF02148_199_272	PDB-LIG,PDB-PD,AF2-PD
P45974_PF17807_16_79	PDB-PD,AF2-PD
P45983_PF00069_26_321	PDB-LIG,PDB-PD,AF2-LIG
P45984_PF00069_26_321	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P45985_PF00069_102_367	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P46020_PF19292_1002_1183	AF2-PD
P46060_PF07834_371_585	AF2-PD
P46063_PF00270_93_264	PDB-PD,AF2-PD
P46063_PF00271_299_409	PDB-PD,AF2-PD
P46063_PF16124_420_479	PDB-PD,AF2-PD
P46087_PF17125_284_374	AF2-PD
P46100_PF00176_1563_1889	AF2-PD
P46100_PF00271_2018_2155	AF2-PD
P46100_PF17981_158_213	PDB-PD
P46108_PF00017_13_104	PDB-PD,AF2-PD
P46108_PF00018_138_184	PDB-PD,AF2-PD
P46108_PF07653_239_294	PDB-PD
P46109_PF00017_14_88	PDB-PD,AF2-PD
P46109_PF00018_129_175	PDB-PD
P46109_PF07653_239_294	PDB-PD,AF2-PD
P46199_PF00009_179_344	AF2-PD
P46199_PF11987_495_607	AF2-PD
P46379_PF00240_19_89	PDB-PD,AF2-PD
P46379_PF12057_276_392	AF2-PD
P46439_PF02798_3_82	AF2-PD
P46439_PF14497_105_201	AF2-PD
P46459_PF00004_256_397	AF2-PD
P46459_PF00004_539_669	AF2-PD
P46459_PF02359_5_85	AF2-PD
P46459_PF02933_111_185	AF2-PD
P46459_PF17862_423_472	AF2-PD
P46531_PF00008_144_174	PDB-PD
P46531_PF00008_261_291	PDB-PD
P46531_PF00066_1446_1480	PDB-PD
P46531_PF00066_1487_1522	PDB-PD,AF2-PD
P46531_PF00066_1525_1562	PDB-PD,AF2-PD
P46597_PF00891_117_327	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P46597_PF16864_11_100	PDB-PD,AF2-PD
P46721_PF07648_440_486	AF2-PD
P46734_PF00069_64_325	AF2-PD
P46736_PF18110_228_308	PDB-PD,AF2-PD
P46781_PF01479_108_154	PDB-PD,AF2-PD
P46782_PF00177_51_204	PDB-PD,AF2-PD
P46783_PF03501_3_98	PDB-PD,AF2-PD
P46926_PF01182_8_238	PDB-PD,AF2-PD
P46934_PF00397_612_641	AF2-PD
P46934_PF00397_842_871	PDB-PD
P46934_PF00397_894_923	AF2-PD
P46934_PF00632_1013_1318	PDB-LIG,PDB-PD,AF2-LIG
P46937_PF00397_173_202	PDB-PD,AF2-PD
P46937_PF00397_232_261	PDB-PD,AF2-PD
P46939_PF00307_150_256	PDB-PD
P46939_PF00307_31_136	PDB-PD
P46940_PF00307_44_161	PDB-PD,AF2-PD
P46952_PF06052_1_149	PDB-PD,AF2-PD
P47224_PF04421_27_122	PDB-PD,AF2-PD
P47712_PF00168_18_123	PDB-PD,AF2-PD
P47813_PF01176_32_94	PDB-PD,AF2-PD
P47897_PF00749_263_563	PDB-PD,AF2-PD
P47897_PF03950_565_752	PDB-PD,AF2-PD
P47902_PF00046_155_211	PDB-PD,AF2-PD
P47929_PF00337_5_135	PDB-PD,AF2-PD
P47972_PF00354_223_420	AF2-PD
P47985_PF00355_153_264	PDB-PD,AF2-PD
P47989_PF00111_8_78	PDB-PD,AF2-PD
P47989_PF01315_588_694	PDB-PD,AF2-PD
P47989_PF01799_87_161	PDB-PD,AF2-PD
P47989_PF03450_419_523	PDB-PD,AF2-PD
P47992_PF00048_30_84	PDB-PD,AF2-PD
P48023_PF00229_160_281	PDB-PD,AF2-PD
P48048_PF01007_43_185	AF2-PD
P48048_PF17655_192_365	AF2-PD
P48050_PF01007_22_178	AF2-PD
P48050_PF17655_185_358	AF2-PD
P48051_PF01007_57_196	AF2-PD
P48051_PF17655_203_375	AF2-PD
P48052_PF00246_129_406	PDB-PD,AF2-PD
P48052_PF02244_28_102	PDB-PD,AF2-PD
P48058_PF10613_415_530	AF2-PD
P48059_PF00412_10_67	PDB-PD,AF2-PD
P48059_PF00412_135_188	PDB-PD,AF2-PD
P48059_PF00412_193_248	PDB-PD,AF2-PD
P48059_PF00412_252_308	PDB-PD,AF2-PD
P48059_PF00412_71_126	PDB-PD,AF2-PD
P48060_PF00188_38_175	PDB-PD,AF2-PD
P48061_PF00048_28_86	PDB-PD,AF2-PD
P48147_PF00326_482_707	PDB-PD,AF2-PD
P48163_PF00390_79_260	PDB-PD,AF2-PD
P48163_PF03949_270_522	PDB-PD,AF2-PD
P48165_PF00029_3_229	AF2-PD
P48200_PF00694_767_896	PDB-PD,AF2-PD
P48304_PF00059_53_164	AF2-PD
P48307_PF00014_157_209	AF2-PD
P48307_PF00014_35_87	PDB-PD,AF2-PD
P48307_PF00014_95_150	AF2-PD
P48357_PF06328_329_420	AF2-PD
P48357_PF18589_431_533	PDB-PD,AF2-PD
P48378_PF02257_197_274	AF2-PD
P48380_PF02257_181_258	AF2-PD
P48382_PF02257_89_168	AF2-PD
P48382_PF18326_28_86	PDB-PD,AF2-PD
P48431_PF00505_41_109	PDB-PD,AF2-PD
P48436_PF00505_105_173	PDB-PD,AF2-PD
P48443_PF00104_255_443	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P48443_PF00105_137_206	AF2-PD
P48444_PF01217_3_140	AF2-PD
P48454_PF00149_79_281	AF2-PD
P48507_PF00248_70_232	AF2-PD
P48544_PF01007_54_193	AF2-PD
P48544_PF17655_200_372	AF2-PD
P48547_PF02214_10_104	AF2-PD
P48549_PF01007_47_187	AF2-PD
P48549_PF17655_194_365	AF2-PD
P48551_PF09294_132_231	PDB-PD
P48637_PF03199_204_302	PDB-PD,AF2-PD
P48637_PF03917_12_472	PDB-LIG,PDB-PD,AF2-PD
P48728_PF01571_38_291	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P48728_PF08669_318_396	PDB-PD,AF2-PD
P48729_PF00069_17_260	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P48730_PF00069_9_271	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P48735_PF00180_45_441	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P48736_PF00792_377_519	PDB-PD,AF2-PD
P48736_PF00794_203_312	PDB-PD,AF2-PD
P48736_PF19710_1_192	AF2-PD
P48740_PF00084_301_362	PDB-PD,AF2-PD
P48740_PF00084_367_432	PDB-PD,AF2-PD
P48740_PF00089_449_691	PDB-PD,AF2-PD
P48740_PF00431_185_294	PDB-PD,AF2-PD
P48740_PF00431_20_135	PDB-PD,AF2-PD
P48742_PF00046_181_237	AF2-PD
P48742_PF00412_4_59	AF2-PD
P48742_PF00412_63_122	AF2-PD
P48745_PF00007_261_353	AF2-PD
P48745_PF00093_110_173	AF2-PD
P48745_PF00219_35_89	AF2-PD
P48751_PF07565_350_619	AF2-PD
P48960_PF07645_209_256	PDB-PD
P48960_PF07645_64_114	PDB-PD,AF2-PD
P49005_PF18018_49_176	PDB-PD,AF2-PD
P49023_PF00412_358_413	AF2-PD
P49023_PF00412_417_472	AF2-PD
P49023_PF00412_476_531	AF2-PD
P49023_PF00412_535_590	PDB-PD,AF2-PD
P49116_PF00104_371_567	PDB-PD,AF2-PD
P49116_PF00105_115_184	AF2-PD
P49137_PF00069_64_325	PDB-LIG,PDB-PD,AF2-PD
P49184_PF03372_22_265	AF2-PD
P49221_PF00868_11_123	AF2-PD
P49221_PF00927_587_684	AF2-PD
P49223_PF00014_35_87	AF2-PD
P49257_PF03388_44_269	PDB-PD,AF2-PD
P49327_PF00107_1679_1816	PDB-PD,AF2-PD
P49327_PF00109_1_239	PDB-PD,AF2-PD
P49327_PF00550_2125_2192	PDB-PD
P49327_PF00698_493_810	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P49327_PF00975_2242_2501	PDB-LIG,PDB-PD
P49327_PF02801_243_360	PDB-PD,AF2-PD
P49327_PF08242_1243_1342	PDB-PD,AF2-PD
P49335_PF00046_279_335	AF2-PD
P49335_PF00157_189_260	AF2-PD
P49336_PF00069_22_335	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P49366_PF01916_44_354	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P49407_PF00339_18_174	PDB-PD,AF2-PD
P49407_PF02752_193_356	PDB-PD,AF2-PD
P49411_PF00009_55_249	AF2-PD
P49411_PF03143_345_440	AF2-PD
P49411_PF03144_272_341	AF2-PD
P49418_PF03114_13_233	PDB-PD,AF2-PD
P49418_PF14604_629_692	AF2-PD
P49427_PF00179_12_166	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P49448_PF00208_263_463	PDB-PD,AF2-PD
P49448_PF02812_112_242	PDB-PD,AF2-PD
P49450_PF00125_3_133	AF2-PD
P49458_PF05486_4_73	PDB-PD,AF2-PD
P49459_PF00179_8_145	PDB-PD,AF2-PD
P49585_PF01467_80_208	AF2-PD
P49588_PF07973_694_753	AF2-PD
P49590_PF03129_411_502	AF2-PD
P49590_PF13393_62_390	AF2-PD
P49591_PF00587_248_444	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P49591_PF02403_2_113	PDB-PD,AF2-PD
P49619_PF00130_272_324	AF2-PD
P49638_PF00650_97_247	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P49638_PF03765_38_72	PDB-PD,AF2-PD
P49639_PF00046_230_286	AF2-PD
P49640_PF00046_184_240	AF2-PD
P49641_PF01074_167_497	AF2-PD
P49641_PF07748_765_970	AF2-PD
P49641_PF09261_502_606	AF2-PD
P49662_PF00656_135_372	PDB-PD
P49674_PF00069_9_270	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P49675_PF01852_76_281	PDB-PD,AF2-PD
P49703_PF00025_10_187	AF2-PD
P49711_PF00096_322_345	PDB-PD,AF2-PD
P49711_PF00096_379_401	PDB-PD,AF2-PD
P49711_PF13909_351_375	AF2-PD
P49720_PF00227_5_190	PDB-PD,AF2-PD
P49721_PF00227_3_183	PDB-PD,AF2-PD
P49736_PF00493_460_683	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P49736_PF14551_196_287	PDB-PD,AF2-PD
P49736_PF17207_293_422	PDB-PD,AF2-PD
P49736_PF17855_718_802	PDB-PD,AF2-PD
P49746_PF02412_586_609	AF2-PD
P49746_PF02412_610_647	AF2-PD
P49746_PF02412_648_687	AF2-PD
P49746_PF07645_316_357	AF2-PD
P49746_PF07645_370_412	AF2-PD
P49747_PF02412_301_336	PDB-PD
P49747_PF02412_360_395	PDB-PD,AF2-PD
P49747_PF02412_419_456	PDB-PD,AF2-PD
P49747_PF02412_457_492	PDB-PD
P49747_PF02412_493_528	PDB-PD,AF2-PD
P49747_PF07645_127_178	AF2-PD
P49748_PF00441_327_476	PDB-PD,AF2-PD
P49748_PF02770_213_315	PDB-PD,AF2-PD
P49748_PF02771_95_209	PDB-PD,AF2-PD
P49750_PF13671_1836_1997	AF2-PD
P49753_PF08840_265_474	PDB-PD,AF2-PD
P49755_PF01105_31_213	AF2-PD
P49756_PF00076_89_158	AF2-PD
P49757_PF00640_39_172	PDB-PD,AF2-PD
P49758_PF00610_43_113	AF2-PD
P49758_PF00615_336_450	PDB-PD,AF2-PD
P49758_PF00631_255_319	AF2-PD
P49758_PF18148_116_217	AF2-PD
P49759_PF00069_161_477	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P49760_PF00069_163_479	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P49761_PF00069_304_620	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P49763_PF00341_52_130	PDB-PD,AF2-PD
P49765_PF00341_47_124	PDB-PD,AF2-PD
P49767_PF00341_131_211	PDB-PD,AF2-PD
P49771_PF02947_29_159	PDB-PD,AF2-PD
P49773_PF01230_24_121	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P49789_PF01230_9_105	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P49790_PF00641_722_751	PDB-PD,AF2-PD
P49790_PF00641_851_880	PDB-PD
P49792_PF00160_3067_3223	PDB-PD
P49792_PF00638_1183_1304	PDB-PD
P49792_PF00638_2024_2145	PDB-PD
P49792_PF00638_2922_3043	PDB-PD
P49792_PF12185_2631_2693	PDB-PD
P49795_PF00615_90_205	PDB-PD,AF2-PD
P49796_PF00168_150_258	PDB-PD,AF2-PD
P49796_PF00595_299_373	PDB-PD,AF2-PD
P49796_PF00615_1073_1188	PDB-PD,AF2-PD
P49798_PF00615_62_177	AF2-PD
P49802_PF00610_40_110	PDB-PD,AF2-PD
P49802_PF00615_333_447	PDB-PD,AF2-PD
P49802_PF00631_252_316	PDB-PD,AF2-PD
P49802_PF18148_113_214	PDB-PD,AF2-PD
P49821_PF10531_275_326	PDB-PD,AF2-PD
P49821_PF10589_365_449	PDB-PD,AF2-PD
P49840_PF00069_119_403	AF2-PD
P49841_PF00069_56_340	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P49848_PF02969_11_76	PDB-PD,AF2-PD
P49862_PF00089_30_245	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P49863_PF00089_27_254	PDB-PD
P49888_PF00685_37_287	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P49903_PF00586_59_180	PDB-PD,AF2-PD
P49903_PF02769_192_368	PDB-PD,AF2-PD
P49910_PF00096_344_366	AF2-PD
P49910_PF00096_372_394	AF2-PD
P49910_PF00096_400_422	AF2-PD
P49910_PF00096_456_478	AF2-PD
P49910_PF02023_45_134	AF2-PD
P49913_PF00666_31_131	PDB-PD,AF2-PD
P49913_PF12153_136_163	PDB-PD
P49915_PF00117_29_210	PDB-PD,AF2-PD
P49915_PF00958_597_692	PDB-PD,AF2-PD
P49915_PF02540_219_339	PDB-PD,AF2-PD
P49916_PF00645_96_181	PDB-PD,AF2-PD
P49916_PF01068_483_677	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P49917_PF01068_248_451	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P49959_PF00149_13_249	PDB-PD,AF2-PD
P50053_PF00294_3_294	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P50120_PF00061_6_134	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P50135_PF13489_27_217	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P50148_PF00503_19_348	AF2-PD
P50150_PF00631_9_75	AF2-PD
P50151_PF00631_4_68	AF2-PD
P50213_PF00180_33_358	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P50219_PF00046_242_298	AF2-PD
P50221_PF00046_172_228	AF2-PD
P50222_PF00046_188_244	AF2-PD
P50225_PF00685_38_288	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P50226_PF00685_38_288	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P50238_PF00412_4_61	AF2-PD
P50281_PF00413_118_284	PDB-PD,AF2-PD
P50281_PF01471_36_88	AF2-PD
P50336_PF01593_12_471	AF2-PD
P50402_PF03020_3_42	AF2-PD
P50443_PF01740_569_715	AF2-PD
P50452_PF00079_6_374	AF2-PD
P50453_PF00079_6_376	AF2-PD
P50454_PF00079_45_409	AF2-PD
P50458_PF00046_267_323	AF2-PD
P50458_PF00412_115_172	AF2-PD
P50458_PF00412_53_110	AF2-PD
P50461_PF00412_10_66	PDB-PD,AF2-PD
P50461_PF00412_120_176	AF2-PD
P50479_PF00412_255_309	AF2-PD
P50479_PF00595_4_81	PDB-PD,AF2-PD
P50502_PF17830_310_363	AF2-PD
P50502_PF18253_2_43	AF2-PD
P50539_PF00010_68_120	AF2-PD
P50548_PF00178_28_107	PDB-PD,AF2-PD
P50549_PF00178_336_415	PDB-PD,AF2-PD
P50552_PF00568_1_110	PDB-PD,AF2-PD
P50553_PF00010_119_171	AF2-PD
P50570_PF00169_520_624	PDB-PD,AF2-PD
P50570_PF00350_34_207	AF2-PD
P50579_PF00557_167_466	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P50583_PF00293_12_137	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P50591_PF00229_152_280	PDB-PD,AF2-PD
P50607_PF01167_255_501	PDB-PD,AF2-PD
P50613_PF00069_12_295	PDB-LIG,PDB-PD,AF2-PD
P50747_PF03099_471_603	AF2-PD
P50749_PF00788_176_264	AF2-PD
P50749_PF16517_277_316	AF2-PD
P50750_PF00069_19_315	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P50851_PF14844_2084_2181	PDB-PD
P50876_PF01485_168_232	AF2-PD
P50876_PF01485_91_156	AF2-PD
P50895_PF07686_36_144	PDB-PD,AF2-PD
P50895_PF08205_150_248	PDB-PD,AF2-PD
P50895_PF13895_365_442	AF2-PD
P50895_PF13927_271_341	AF2-PD
P50897_PF02089_34_289	PDB-PD,AF2-PD
P50993_PF00690_41_109	AF2-PD
P50995_PF00191_204_269	AF2-PD
P50995_PF00191_276_341	AF2-PD
P50995_PF00191_359_425	AF2-PD
P50995_PF00191_435_500	AF2-PD
P51003_PF04926_366_435	AF2-PD
P51003_PF04928_21_364	AF2-PD
P51114_PF00013_220_280	PDB-PD,AF2-PD
P51114_PF00013_283_353	AF2-PD
P51114_PF05641_62_117	PDB-PD,AF2-PD
P51114_PF17904_123_207	AF2-PD
P51114_PF18336_4_52	PDB-PD,AF2-PD
P51116_PF00013_230_290	AF2-PD
P51116_PF00013_293_363	AF2-PD
P51116_PF05641_72_127	PDB-PD,AF2-PD
P51116_PF17904_133_217	AF2-PD
P51116_PF18336_14_62	AF2-PD
P51124_PF00089_26_249	PDB-PD,AF2-PD
P51148_PF00071_23_184	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P51149_PF00071_10_175	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P51151_PF00071_9_174	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P51153_PF00071_10_171	AF2-PD
P51157_PF00071_14_179	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P51159_PF00071_11_183	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P51160_PF00233_561_805	AF2-PD
P51160_PF01590_256_433	AF2-PD
P51160_PF01590_75_224	AF2-PD
P51161_PF14651_1_128	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P51178_PF00168_629_737	AF2-PD
P51178_PF09279_204_289	AF2-PD
P51449_PF00104_309_488	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P51449_PF00105_29_98	AF2-PD
P51451_PF00017_124_205	AF2-PD
P51451_PF00018_64_110	AF2-PD
P51451_PF07714_241_490	AF2-PD
P51452_PF00782_37_176	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P51504_PF00096_161_183	AF2-PD
P51504_PF00096_49_71	AF2-PD
P51508_PF00096_358_380	AF2-PD
P51508_PF00096_414_436	AF2-PD
P51508_PF00096_470_492	AF2-PD
P51511_PF00413_138_304	AF2-PD
P51512_PF00413_126_291	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P51512_PF01471_38_96	AF2-PD
P51513_PF00013_173_239	PDB-PD,AF2-PD
P51513_PF00013_423_490	PDB-PD,AF2-PD
P51513_PF00013_52_118	PDB-PD,AF2-PD
P51522_PF00096_205_227	AF2-PD
P51522_PF00096_289_311	AF2-PD
P51522_PF00096_317_339	AF2-PD
P51522_PF00096_373_395	AF2-PD
P51522_PF00096_457_479	AF2-PD
P51522_PF00096_485_507	AF2-PD
P51523_PF00096_291_313	AF2-PD
P51523_PF00096_319_341	AF2-PD
P51523_PF00096_347_369	AF2-PD
P51523_PF00096_571_593	AF2-PD
P51523_PF00096_711_733	AF2-PD
P51523_PF13465_473_498	AF2-PD
P51530_PF13086_625_736	AF2-PD
P51530_PF13086_722_798	AF2-PD
P51530_PF13087_805_1017	AF2-PD
P51531_PF00176_727_1022	AF2-PD
P51531_PF00271_1050_1164	AF2-PD
P51531_PF00439_1411_1493	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P51531_PF07529_437_507	AF2-PD
P51531_PF07533_589_632	AF2-PD
P51531_PF08880_173_207	AF2-PD
P51531_PF14619_1244_1326	AF2-PD
P51532_PF00176_757_1052	AF2-PD
P51532_PF00271_1080_1194	AF2-PD
P51532_PF00439_1462_1551	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P51532_PF07529_461_531	PDB-PD
P51532_PF07533_611_654	PDB-PD,AF2-PD
P51532_PF08880_171_205	AF2-PD
P51553_PF00180_56_381	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P51570_PF10509_18_67	PDB-PD,AF2-PD
P51589_PF00067_44_498	AF2-PD
P51608_PF01429_91_162	PDB-PD,AF2-PD
P51617_PF00069_212_517	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P51617_PF00531_27_103	AF2-PD
P51659_PF00106_10_212	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P51659_PF01575_480_601	PDB-PD,AF2-PD
P51659_PF02036_628_731	PDB-LIG,PDB-PD
P51668_PF00179_5_142	PDB-PD,AF2-PD
P51671_PF00048_30_88	PDB-PD,AF2-PD
P51687_PF00173_86_161	PDB-PD,AF2-PD
P51687_PF00174_219_395	AF2-PD
P51687_PF03404_417_544	AF2-PD
P51689_PF14707_451_585	AF2-PD
P51690_PF14707_448_582	AF2-PD
P51692_PF00017_589_670	PDB-PD,AF2-PD
P51692_PF02864_336_469	PDB-PD,AF2-PD
P51692_PF02865_2_124	AF2-PD
P51693_PF12924_155_211	AF2-PD
P51693_PF12925_285_467	PDB-PD,AF2-PD
P51784_PF06337_99_185	PDB-PD,AF2-PD
P51784_PF14836_198_285	PDB-PD,AF2-PD
P51786_PF00096_162_184	AF2-PD
P51786_PF00096_218_240	AF2-PD
P51786_PF00096_274_296	AF2-PD
P51786_PF00096_330_352	AF2-PD
P51786_PF00096_414_436	AF2-PD
P51786_PF00096_470_492	AF2-PD
P51790_PF00571_654_718	AF2-PD
P51790_PF00571_751_806	AF2-PD
P51793_PF00571_596_660	AF2-PD
P51793_PF00571_693_748	AF2-PD
P51795_PF00571_652_716	PDB-PD,AF2-PD
P51795_PF00571_749_804	PDB-PD,AF2-PD
P51797_PF00571_601_645	AF2-PD
P51797_PF00571_801_857	AF2-PD
P51798_PF00571_627_690	PDB-PD,AF2-PD
P51798_PF00571_737_793	PDB-PD,AF2-PD
P51800_PF00571_547_605	PDB-PD,AF2-PD
P51801_PF00571_547_605	AF2-PD
P51805_PF01833_840_932	AF2-PD
P51805_PF01833_935_1019	AF2-PD
P51805_PF17960_545_636	AF2-PD
P51805_PF18020_690_784	AF2-PD
P51809_PF13774_29_108	PDB-PD,AF2-PD
P51812_PF00069_422_679	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P51812_PF00069_68_327	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P51813_PF00017_296_377	PDB-PD,AF2-PD
P51813_PF00169_5_111	AF2-PD
P51813_PF07714_417_666	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P51814_PF00096_621_643	AF2-PD
P51814_PF00096_677_699	AF2-PD
P51814_PF00096_761_783	AF2-PD
P51815_PF00096_365_387	AF2-PD
P51815_PF00096_393_415	AF2-PD
P51815_PF00096_421_443	AF2-PD
P51815_PF00096_477_499	AF2-PD
P51815_PF02023_45_134	AF2-PD
P51817_PF00069_49_303	AF2-PD
P51828_PF00211_270_451	AF2-PD
P51828_PF00211_870_1069	AF2-PD
P51841_PF00211_875_1062	AF2-PD
P51841_PF07714_583_809	AF2-PD
P51843_PF00104_249_452	AF2-PD
P51854_PF00456_83_249	AF2-PD
P51854_PF02779_287_452	AF2-PD
P51854_PF02780_464_586	AF2-PD
P51857_PF00248_20_304	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
P51858_PF00855_13_94	PDB-PD,AF2-PD
P51864_PF09443_115_149	AF2-PD
P51911_PF00307_28_133	PDB-PD,AF2-PD
P51946_PF00134_31_159	PDB-PD,AF2-PD
P51946_PF16899_162_260	PDB-PD,AF2-PD
P51948_PF17121_3_51	PDB-PD,AF2-PD
P51955_PF00069_8_271	PDB-LIG,PDB-PD,AF2-LIG
P51956_PF00069_4_256	AF2-PD
P51957_PF00069_6_261	AF2-PD
P51959_PF00134_16_150	AF2-PD
P51965_PF00179_51_188	PDB-PD,AF2-PD
P51970_PF06747_78_113	PDB-PD,AF2-PD
P51991_PF00076_128_199	AF2-PD
P51991_PF00076_37_106	AF2-PD
P51993_PF17039_59_169	AF2-PD
P52179_PF00041_1040_1127	AF2-PD
P52179_PF00041_511_596	PDB-PD,AF2-PD
P52179_PF00041_639_724	PDB-PD,AF2-PD
P52179_PF00041_740_823	AF2-PD
P52179_PF00041_935_1023	AF2-PD
P52179_PF07679_1136_1223	PDB-PD
P52179_PF07679_1362_1444	PDB-PD,AF2-PD
P52179_PF07679_1574_1663	PDB-PD,AF2-PD
P52198_PF00071_9_182	AF2-PD
P52209_PF00393_180_469	PDB-PD,AF2-PD
P52209_PF03446_5_175	PDB-PD,AF2-PD
P52272_PF00076_206_275	PDB-PD,AF2-PD
P52272_PF00076_655_723	PDB-PD,AF2-PD
P52272_PF00076_73_143	AF2-PD
P52298_PF00076_42_112	PDB-PD,AF2-PD
P52333_PF07714_521_777	AF2-PD
