,strategy,pocket,PocketVec distance
12685,PDB-PD,Q58EX2_PF00041_994_1083_fpocket_5,0.2196
12686,AF2-PD,Q9BY79_PF01392_466_571_fpocket_3,0.2196
12687,AF2-PD,Q5JVF3_PF01399_277_388_fpocket_4,0.2196
12688,AF2-PD,A0M8Q6_PF07654_9_94_fpocket_2,0.2196
12689,AF2-PD,Q13634_PF00028_388_479_fpocket_6,0.2196
12690,PDB-PD,P24468_PF00104_197_387_fpocket_4,0.2196
12691,AF2-PD,Q8N6G6_PF19236_86_185_fpocket_2,0.2196
12692,AF2-PD,P08575_PF00102_968_1227_fpocket_5,0.2196
12693,PDB-PD,P49748_PF02771_95_209_fpocket_1,0.2196
12694,AF2-PD,Q8TE54_PF01740_493_637_fpocket_2,0.2196
12695,AF2-PD,P28908_PF00020_108_149_fpocket_1,0.2196
12696,PDB-PD,P02753_PF00061_39_188_fpocket_4,0.2196
12697,AF2-PD,Q9Y388_PF00076_38_108_fpocket_3,0.2196
12698,AF2-PD,Q9H158_PF08266_21_103_fpocket_3,0.2196
12699,AF2-PD,O00763_PF00364_895_961_fpocket_2,0.2196
12700,PDB-PD,P49765_PF00341_47_124_fpocket_3,0.2196
12701,AF2-PD,Q8IYI6_PF16528_335_540_fpocket_17,0.2196
12702,AF2-LIG,P08134_PF00071_7_180_pocket_0,0.2196
12703,AF2-PD,Q8N4S9_PF07303_446_548_fpocket_8,0.2196
12704,AF2-PD,Q6UXI7_PF00092_495_663_fpocket_12,0.2196
12705,AF2-PD,Q8N4F0_PF02886_231_456_fpocket_1,0.2196
12706,PDB-PD,Q14116_PF00340_72_185_fpocket_2,0.2196
12707,AF2-PD,Q7L513_PF13895_79_165_fpocket_1,0.2196
12708,AF2-PD,Q96BP2_PF06747_45_79_fpocket_2,0.2196
12709,PDB-PD,O75173_PF17771_439_507_fpocket_2,0.2196
12710,PDB-PD,Q13882_PF07714_191_441_fpocket_7,0.2196
12711,AF2-PD,O75129_PF01823_853_966_fpocket_11,0.2197
12712,PDB-PD,P51693_PF12925_285_467_fpocket_13,0.2197
12713,PDB-PD,Q7Z6V5_PF00383_19_126_fpocket_10,0.2197
12714,AF2-PD,Q8N3C0_PF00270_478_657_fpocket_4,0.2197
12715,PDB-PD,Q92736_PF02815_226_406_fpocket_5,0.2197
12716,AF2-PD,Q76KX8_PF00096_507_529_fpocket_1,0.2197
12717,AF2-PD,P26045_PF09380_226_316_fpocket_11,0.2197
12718,PDB-PD,Q96HS1_PF00300_100_278_fpocket_6,0.2197
12719,AF2-PD,A0AVI2_PF00168_167_267_fpocket_2,0.2197
12720,PDB-PD,P13686_PF00149_26_244_fpocket_18,0.2197
12721,AF2-PD,Q8N690_PF13841_27_56_fpocket_1,0.2197
12722,AF2-PD,P36896_PF00069_207_494_fpocket_3,0.2197
12723,AF2-PD,P09525_PF00191_90_155_fpocket_1,0.2197
12724,PDB-PD,Q969R5_PF02820_214_287_fpocket_1,0.2197
12725,AF2-PD,P21108_PF13793_4_120_fpocket_2,0.2197
12726,AF2-PD,Q9H4B7_PF03953_261_383_fpocket_2,0.2197
12727,AF2-PD,Q13490_PF00653_187_251_fpocket_1,0.2197
12728,PDB-PD,Q6PIF6_PF00373_1903_2012_fpocket_4,0.2197
12729,AF2-PD,Q7Z7K2_PF00096_515_537_fpocket_1,0.2197
12730,AF2-PD,P61024_PF01111_6_73_fpocket_1,0.2197
12731,AF2-PD,O43295_PF00620_520_668_fpocket_2,0.2197
12732,AF2-PD,Q92820_PF07722_34_246_fpocket_11,0.2197
12733,AF2-PD,Q7Z6M3_PF17736_37_119_fpocket_1,0.2197
12734,AF2-PD,P00558_PF00162_9_406_fpocket_1,0.2197
12735,AF2-PD,O75093_PF02210_1194_1322_fpocket_7,0.2197
12736,PDB-LIG,P49674_PF00069_9_270_pocket_0,0.2197
12737,AF2-PD,Q7L8A9_PF14822_58_302_fpocket_10,0.2197
12738,AF2-PD,Q6PHW0_PF00881_97_267_fpocket_2,0.2197
12739,PDB-PD,O43353_PF00619_437_523_fpocket_2,0.2197
12740,AF2-PD,Q99798_PF00694_582_712_fpocket_6,0.2197
12741,PDB-PD,P62495_PF03465_280_417_fpocket_8,0.2197
12742,PDB-PD,Q5T1V6_PF04438_104_133_fpocket_2,0.2197
12743,PDB-PD,Q9Y4G6_PF00373_203_316_fpocket_3,0.2197
12744,AF2-PD,P99999_PF00034_4_103_fpocket_4,0.2197
12745,PDB-LIG,P02768_PF00273_30_202_pocket_3,0.2197
12746,AF2-PD,Q86XU0_PF00096_375_397_fpocket_1,0.2197
12747,PDB-LIG,P51512_PF00413_126_291_pocket_0,0.2197
12748,PDB-PD,O43791_PF00651_190_297_fpocket_3,0.2197
12749,AF2-PD,P57723_PF00013_19_80_fpocket_3,0.2197
12750,AF2-PD,Q32P51_PF00076_16_85_fpocket_1,0.2197
12751,PDB-LIG,P07686_PF00728_200_517_pocket_0,0.2197
12752,PDB-PD,P11182_PF00364_65_138_fpocket_2,0.2197
12753,AF2-PD,P07942_PF00053_821_866_fpocket_1,0.2197
12754,AF2-PD,P59665_PF00323_66_94_fpocket_1,0.2197
12755,PDB-PD,P43686_PF17862_357_401_fpocket_1,0.2197
12756,PDB-LIG,P26358_PF00145_1139_1594_pocket_0,0.2197
12757,AF2-PD,Q5T0F9_PF00168_699_817_fpocket_2,0.2197
12758,AF2-PD,Q9ULE3_PF03456_584_652_fpocket_7,0.2197
12759,AF2-PD,Q8N6F8_PF13649_71_161_fpocket_1,0.2197
12760,PDB-PD,Q9NQW7_PF01321_10_154_fpocket_1,0.2197
12761,AF2-PD,Q9Y2H6_PF00041_267_359_fpocket_6,0.2197
12762,AF2-PD,P17035_PF00096_579_601_fpocket_1,0.2197
12763,AF2-PD,Q8N5F7_PF06047_306_407_fpocket_6,0.2197
12764,AF2-PD,P68106_PF00254_13_105_fpocket_1,0.2197
12765,PDB-LIG,P63316_PF13499_94_158_pocket_0,0.2197
12766,AF2-PD,Q9NQC7_PF01302_472_539_fpocket_2,0.2197
12767,AF2-PD,O43196_PF05192_225_536_fpocket_29,0.2197
12768,PDB-LIG,P27037_PF00069_196_481_pocket_0,0.2197
12769,PDB-PD,O15392_PF00653_18_88_fpocket_2,0.2197
12770,AF2-PD,Q96LW9_PF00096_267_289_fpocket_3,0.2197
12771,AF2-PD,P16885_PF00017_532_617_fpocket_3,0.2198
12772,AF2-PD,P21589_PF02872_338_513_fpocket_4,0.2198
12773,AF2-PD,Q15109_PF08205_124_219_fpocket_2,0.2198
12774,PDB-PD,P15289_PF14707_368_502_fpocket_7,0.2198
12775,AF2-PD,Q13115_PF00782_203_333_fpocket_4,0.2198
12776,PDB-PD,Q9HCK5_PF02170_221_355_fpocket_4,0.2198
12777,AF2-PD,Q9NWX6_PF04446_35_164_fpocket_8,0.2198
12778,AF2-PD,Q5VTM2_PF01412_509_624_fpocket_1,0.2198
12779,AF2-PD,P40926_PF00056_25_168_fpocket_1,0.2198
12780,AF2-PD,O15492_PF00615_65_180_fpocket_3,0.2198
12781,AF2-LIG,Q9NSY1_PF00069_51_314_pocket_0,0.2198
12782,AF2-PD,P13796_PF00307_120_236_fpocket_6,0.2198
12783,PDB-PD,P00403_PF00116_95_214_fpocket_1,0.2198
12784,AF2-PD,Q52WX2_PF00069_53_315_fpocket_10,0.2198
12785,AF2-PD,O75449_PF17862_403_464_fpocket_2,0.2198
12786,AF2-PD,Q9UKJ5_PF10256_39_141_fpocket_2,0.2198
12787,AF2-PD,Q15915_PF00096_362_384_fpocket_1,0.2198
12788,AF2-PD,P35968_PF13927_226_311_fpocket_2,0.2198
12789,AF2-PD,P37235_PF13833_39_90_fpocket_2,0.2198
12790,AF2-PD,O00214_PF00337_18_151_fpocket_4,0.2198
12791,PDB-PD,O75629_PF13883_50_216_fpocket_6,0.2198
12792,PDB-PD,P23468_PF07679_126_225_fpocket_7,0.2198
12793,AF2-PD,Q9HBZ2_PF00010_64_117_fpocket_2,0.2198
12794,AF2-PD,Q96KB5_PF00069_33_318_fpocket_2,0.2198
12795,AF2-PD,Q9HCJ3_PF00076_233_303_fpocket_2,0.2198
12796,PDB-PD,P17181_PF09294_126_224_fpocket_1,0.2198
12797,AF2-PD,Q494X3_PF00096_495_517_fpocket_1,0.2198
12798,AF2-PD,Q9NR23_PF00019_263_363_fpocket_2,0.2198
12799,AF2-PD,P49411_PF03143_345_440_fpocket_3,0.2198
12800,AF2-PD,Q9Y5K5_PF01088_8_209_fpocket_12,0.2198
12801,AF2-PD,P03952_PF00024_292_375_fpocket_1,0.2198
12802,PDB-PD,P08133_PF00191_603_668_fpocket_5,0.2198
12803,PDB-PD,Q08554_PF00028_139_233_fpocket_1,0.2198
12804,AF2-PD,O75132_PF02892_288_336_fpocket_1,0.2198
12805,PDB-PD,P29375_PF02928_676_728_fpocket_2,0.2198
12806,PDB-PD,Q15436_PF04811_126_390_fpocket_10,0.2198
12807,AF2-PD,Q9BUL5_PF00628_341_387_fpocket_2,0.2198
12808,PDB-PD,Q86SF2_PF00652_533_649_fpocket_7,0.2198
12809,AF2-PD,P10643_PF18434_791_838_fpocket_1,0.2198
12810,AF2-PD,Q6ZMT1_PF14604_299_347_fpocket_1,0.2198
12811,AF2-PD,P10643_PF00090_501_549_fpocket_2,0.2198
12812,AF2-PD,Q99801_PF00046_125_181_fpocket_4,0.2198
12813,AF2-PD,A6NI72_PF00018_233_278_fpocket_1,0.2198
12814,PDB-PD,Q8WYB5_PF00628_271_320_fpocket_3,0.2198
12815,AF2-PD,Q9BR09_PF07525_248_283_fpocket_1,0.2198
12816,AF2-PD,Q8WW32_PF09011_6_79_fpocket_3,0.2198
12817,AF2-PD,Q8N7B9_PF13833_63_115_fpocket_2,0.2198
12818,PDB-PD,O94779_PF00041_672_760_fpocket_3,0.2198
12819,PDB-PD,Q92784_PF00628_318_366_fpocket_2,0.2198
12820,AF2-PD,P56199_PF00092_172_354_fpocket_3,0.2198
12821,AF2-PD,P28330_PF00441_278_427_fpocket_3,0.2198
12822,AF2-PD,Q15762_PF07686_24_126_fpocket_1,0.2198
12823,AF2-PD,P08581_PF01833_742_833_fpocket_1,0.2198
12824,AF2-PD,P01112_PF00071_5_165_fpocket_1,0.2198
12825,AF2-PD,O00408_PF01590_241_372_fpocket_3,0.2198
12826,PDB-LIG,Q9P2T1_PF00478_9_341_pocket_0,0.2198
12827,AF2-PD,Q9BX74_PF05154_117_166_fpocket_1,0.2198
12828,AF2-LIG,Q86WA6_PF00561_61_195_pocket_0,0.2198
12829,PDB-PD,Q00534_PF00069_13_300_fpocket_2,0.2198
12830,AF2-PD,O95786_PF18119_457_602_fpocket_3,0.2198
12831,AF2-PD,P25325_PF00581_12_138_fpocket_2,0.2198
12832,PDB-PD,P49821_PF10589_365_449_fpocket_2,0.2198
12833,AF2-PD,Q9UGI9_PF00571_352_406_fpocket_1,0.2198
12834,AF2-PD,P08581_PF01833_742_833_fpocket_6,0.2198
12835,AF2-PD,Q9UN66_PF00028_139_234_fpocket_9,0.2198
12836,AF2-PD,P07998_PF00074_31_149_fpocket_2,0.2198
12837,AF2-PD,P37275_PF05605_168_224_fpocket_4,0.2198
12838,PDB-PD,P01876_PF07654_230_320_fpocket_2,0.2198
12839,PDB-PD,P49795_PF00615_90_205_fpocket_8,0.2198
12840,AF2-PD,Q8WWQ0_PF00439_1325_1409_fpocket_3,0.2198
12841,PDB-PD,P01023_PF01835_128_221_fpocket_1,0.2198
12842,AF2-PD,Q9NQ66_PF08703_1003_1176_fpocket_2,0.2198
12843,AF2-PD,Q9NWT8_PF08213_127_159_fpocket_4,0.2198
12844,AF2-PD,Q8IYI8_PF13894_458_481_fpocket_1,0.2199
12845,AF2-PD,O00459_PF16454_428_596_fpocket_7,0.2199
12846,AF2-PD,Q9Y468_PF02820_417_485_fpocket_2,0.2199
12847,AF2-PD,P82932_PF01250_3_95_fpocket_1,0.2199
12848,AF2-PD,Q9H8Y8_PF04495_3_99_fpocket_4,0.2199
12849,AF2-PD,O60551_PF02799_310_496_fpocket_16,0.2199
12850,PDB-LIG,Q8N543_PF13661_141_238_pocket_0,0.2199
12851,AF2-PD,Q9Y5E7_PF00028_577_665_fpocket_2,0.2199
12852,AF2-PD,Q08257_PF13602_192_327_fpocket_2,0.2199
12853,PDB-LIG,Q9H2K8_PF00069_24_277_pocket_0,0.2199
12854,AF2-PD,P08603_PF00084_21_80_fpocket_1,0.2199
12855,PDB-PD,Q9H1E1_PF00074_34_153_fpocket_4,0.2199
12856,AF2-PD,Q10472_PF00652_430_548_fpocket_2,0.2199
12857,PDB-PD,Q9Y6X9_PF07496_495_542_fpocket_1,0.2199
12858,AF2-PD,P08567_PF00610_139_219_fpocket_3,0.2199
12859,AF2-PD,Q3T906_PF06464_699_814_fpocket_3,0.2199
12860,AF2-PD,Q9P1Y5_PF08683_1110_1228_fpocket_1,0.2199
12861,PDB-PD,P41159_PF02024_23_167_fpocket_1,0.2199
12862,PDB-PD,Q14393_PF02210_513_651_fpocket_1,0.2199
12863,AF2-PD,P51589_PF00067_44_498_fpocket_22,0.2199
12864,AF2-PD,Q15459_PF00240_709_788_fpocket_1,0.2199
12865,AF2-PD,Q14451_PF00017_431_512_fpocket_2,0.2199
12866,AF2-PD,Q9UHI8_PF19030_912_966_fpocket_3,0.2199
12867,PDB-PD,Q99814_PF08447_254_341_fpocket_4,0.2199
12868,AF2-PD,Q9Y5P8_PF13499_316_418_fpocket_8,0.2199
12869,PDB-PD,Q9UQM7_PF00069_13_271_fpocket_2,0.2199
12870,AF2-PD,Q6PI73_PF13895_28_117_fpocket_3,0.2199
12871,PDB-PD,P23396_PF07650_20_96_fpocket_2,0.2199
12872,AF2-PD,P26368_PF00076_261_331_fpocket_2,0.2199
12873,PDB-PD,P30040_PF07912_33_155_fpocket_2,0.2199
12874,AF2-PD,Q13751_PF00053_316_376_fpocket_3,0.2199
12875,AF2-PD,Q12907_PF03388_52_278_fpocket_6,0.2199
12876,AF2-PD,P51991_PF00076_37_106_fpocket_3,0.2199
12877,PDB-PD,Q9H1A4_PF19521_1_136_fpocket_5,0.2199
12878,AF2-PD,Q86W92_PF00536_718_780_fpocket_1,0.2199
12879,PDB-PD,P29353_PF00640_162_318_fpocket_6,0.2199
12880,AF2-PD,Q7Z7G1_PF00017_309_392_fpocket_1,0.2199
12881,AF2-PD,Q9H9P8_PF01266_50_456_fpocket_1,0.2199
12882,AF2-PD,Q96FE7_PF00051_25_101_fpocket_2,0.2199
12883,AF2-PD,Q9BWT6_PF18517_150_204_fpocket_1,0.2199
12884,PDB-PD,O14802_PF04998_841_1316_fpocket_1,0.2199
12885,PDB-PD,P04049_PF07714_349_606_fpocket_16,0.2199
12886,AF2-PD,Q8N653_PF00651_656_767_fpocket_4,0.2199
12887,AF2-PD,P51805_PF01833_840_932_fpocket_3,0.2199
12888,AF2-PD,Q9WJR5_PF00552_816_860_fpocket_1,0.2199
12889,PDB-PD,P00390_PF02852_411_522_fpocket_1,0.2199
12890,AF2-PD,Q5SRE7_PF05721_12_259_fpocket_13,0.2199
12891,AF2-PD,Q6ZSS3_PF00096_235_257_fpocket_1,0.2199
12892,AF2-PD,Q08499_PF18100_223_339_fpocket_8,0.2199
12893,AF2-PD,Q9Y5F8_PF00028_353_443_fpocket_2,0.2199
12894,PDB-PD,P28074_PF00227_56_238_fpocket_4,0.2199
12895,PDB-PD,Q9BTP6_PF02892_55_107_fpocket_4,0.2199
12896,AF2-PD,Q9Y4K1_PF00030_1320_1403_fpocket_2,0.2199
12897,PDB-LIG,P08263_PF02798_5_77_pocket_0,0.2199
12898,AF2-PD,Q14CB8_PF00620_123_280_fpocket_1,0.2199
12899,AF2-PD,O15164_PF00628_828_873_fpocket_1,0.2199
12900,PDB-PD,Q6UVJ0_PF16531_44_141_fpocket_4,0.2199
12901,AF2-PD,P16050_PF00305_183_650_fpocket_13,0.2199
12902,PDB-PD,P06681_PF00092_254_451_fpocket_5,0.2199
12903,AF2-PD,P20020_PF00690_51_121_fpocket_3,0.2199
12904,PDB-PD,Q06787_PF00013_283_333_fpocket_5,0.2199
12905,AF2-LIG,Q6B0I6_PF02373_179_295_pocket_1,0.2199
12906,AF2-PD,Q8NC56_PF03020_1_39_fpocket_3,0.2199
12907,AF2-PD,Q9HBI0_PF00307_210_318_fpocket_2,0.2199
12908,AF2-PD,P05113_PF02025_22_133_fpocket_3,0.2199
12909,AF2-PD,Q9C040_PF00643_114_154_fpocket_1,0.2199
12910,AF2-PD,Q8NEP9_PF00096_200_222_fpocket_2,0.2199
12911,PDB-PD,O75369_PF00630_1418_1508_fpocket_1,0.2199
12912,AF2-PD,Q9UGJ0_PF00571_355_410_fpocket_3,0.2199
12913,AF2-PD,Q8NFT8_PF00008_353_388_fpocket_3,0.2199
12914,AF2-PD,Q15046_PF01336_126_206_fpocket_7,0.2199
12915,AF2-PD,P35716_PF00505_49_117_fpocket_5,0.2199
12916,PDB-PD,O15541_PF13920_259_306_fpocket_1,0.22
12917,AF2-PD,P07858_PF00112_80_329_fpocket_1,0.22
12918,AF2-PD,P14866_PF11835_184_270_fpocket_1,0.22
12919,AF2-PD,Q96CT2_PF00651_319_431_fpocket_13,0.22
12920,AF2-LIG,P06276_PF00135_30_550_pocket_1,0.22
12921,AF2-PD,Q02833_PF00788_6_89_fpocket_3,0.22
12922,AF2-PD,Q00059_PF00505_50_118_fpocket_1,0.22
12923,AF2-LIG,O43781_PF00069_209_522_pocket_0,0.22
12924,PDB-PD,P49796_PF00615_1073_1188_fpocket_1,0.22
12925,PDB-PD,P62256_PF00179_9_145_fpocket_4,0.22
12926,AF2-PD,Q5J5C9_PF13841_22_51_fpocket_2,0.22
12927,AF2-PD,Q5MAI5_PF00069_4_286_fpocket_22,0.22
12928,PDB-LIG,Q6IQ55_PF00069_21_272_pocket_0,0.22
12929,AF2-PD,P13796_PF00307_120_236_fpocket_5,0.22
12930,AF2-PD,Q49MI3_PF19280_346_557_fpocket_13,0.22
12931,AF2-PD,Q9C0I1_PF06602_301_501_fpocket_18,0.22
12932,PDB-PD,Q16082_PF00011_66_163_fpocket_3,0.22
12933,PDB-PD,P53671_PF00412_72_128_fpocket_3,0.22
12934,AF2-PD,Q9UHX3_PF07645_119_161_fpocket_2,0.22
12935,AF2-PD,Q92783_PF00790_5_139_fpocket_1,0.22
12936,AF2-PD,P0DP24_PF13499_10_74_fpocket_1,0.22
12937,AF2-PD,P86791_PF19031_24_150_fpocket_4,0.22
12938,PDB-PD,Q13283_PF02136_11_133_fpocket_8,0.22
12939,AF2-PD,Q9UNW9_PF00013_35_101_fpocket_3,0.22
12940,AF2-PD,Q7Z398_PF00096_399_421_fpocket_1,0.22
12941,AF2-PD,P49023_PF00412_476_531_fpocket_4,0.22
12942,AF2-PD,A8MXY4_PF00096_425_447_fpocket_1,0.22
12943,AF2-PD,P45954_PF00441_280_428_fpocket_2,0.22
12944,AF2-PD,Q13474_PF09068_386_504_fpocket_5,0.22
12945,PDB-PD,Q07157_PF00595_186_261_fpocket_4,0.22
12946,PDB-PD,Q14103_PF00076_99_168_fpocket_2,0.22
12947,PDB-PD,P20160_PF00089_27_239_fpocket_5,0.22
12948,PDB-PD,Q9BZB8_PF16366_502_559_fpocket_3,0.22
12949,PDB-PD,O43752_PF09177_5_103_fpocket_5,0.22
12950,AF2-PD,P15976_PF00320_204_238_fpocket_2,0.22
12951,AF2-PD,P35613_PF13927_25_112_fpocket_7,0.22
12952,AF2-PD,Q0Z7S8_PF00061_6_132_fpocket_5,0.22
12953,AF2-LIG,Q8IVH4_PF03308_101_384_pocket_0,0.22
12954,AF2-PD,P35590_PF07714_839_1107_fpocket_16,0.22
12955,AF2-PD,P17023_PF00096_329_351_fpocket_1,0.22
12956,AF2-PD,P49790_PF00641_722_751_fpocket_1,0.22
12957,PDB-PD,Q14393_PF00054_325_454_fpocket_5,0.22
12958,AF2-PD,O60234_PF00241_14_137_fpocket_1,0.22
12959,AF2-PD,Q9NPH5_PF08022_306_417_fpocket_3,0.22
12960,AF2-PD,A6NHX0_PF13840_71_141_fpocket_6,0.22
12961,AF2-PD,Q9Y536_PF00160_7_163_fpocket_2,0.22
12962,AF2-PD,Q9BR09_PF07525_248_283_fpocket_2,0.22
12963,AF2-PD,Q8IYJ3_PF00168_422_530_fpocket_2,0.22
12964,PDB-PD,Q9BWP8_PF00059_159_266_fpocket_2,0.22
12965,AF2-PD,P48547_PF02214_10_104_fpocket_2,0.22
12966,AF2-PD,P29074_PF00595_517_602_fpocket_1,0.22
12967,AF2-PD,Q9HD43_PF00041_119_195_fpocket_2,0.22
12968,AF2-PD,Q9UMZ3_PF00041_1685_1775_fpocket_3,0.22
12969,AF2-PD,Q96LW1_PF00096_270_292_fpocket_1,0.22
12970,PDB-PD,Q9NW08_PF00562_668_1041_fpocket_1,0.22
12971,PDB-PD,Q86SR1_PF00652_459_587_fpocket_1,0.22
12972,PDB-PD,Q8N3R9_PF00625_478_662_fpocket_1,0.22
12973,PDB-PD,Q8TC59_PF02170_391_524_fpocket_1,0.22
12974,AF2-PD,Q14194_PF01979_64_453_fpocket_3,0.22
12975,AF2-PD,P41002_PF00134_281_406_fpocket_8,0.22
12976,AF2-PD,Q9HC16_PF05240_303_379_fpocket_6,0.2201
12977,PDB-PD,P49795_PF00615_90_205_fpocket_1,0.2201
12978,AF2-PD,P10275_PF00104_690_881_fpocket_1,0.2201
12979,PDB-PD,P27930_PF13895_133_226_fpocket_4,0.2201
12980,AF2-PD,Q8TAB3_PF00028_458_554_fpocket_4,0.2201
12981,PDB-PD,Q16790_PF00194_136_390_fpocket_3,0.2201
12982,AF2-PD,Q99816_PF09454_316_379_fpocket_1,0.2201
12983,AF2-PD,O15409_PF16159_342_410_fpocket_3,0.2201
12984,AF2-PD,P23193_PF08711_26_77_fpocket_3,0.2201
12985,AF2-PD,Q8N1P7_PF00030_1169_1255_fpocket_2,0.2201
12986,PDB-PD,Q9BTM1_PF00125_2_91_fpocket_4,0.2201
12987,AF2-PD,O75072_PF19737_1_278_fpocket_14,0.2201
12988,AF2-PD,P10646_PF00014_124_176_fpocket_2,0.2201
12989,PDB-PD,O15516_PF00989_109_188_fpocket_1,0.2201
12990,AF2-PD,A8K2U0_PF01835_121_236_fpocket_1,0.2201
12991,PDB-PD,P00167_PF00173_13_85_fpocket_3,0.2201
12992,AF2-PD,Q8N257_PF00125_2_102_fpocket_5,0.2201
12993,AF2-PD,Q96HD9_PF04952_10_301_fpocket_7,0.2201
12994,AF2-PD,Q6PJI9_PF17120_918_973_fpocket_4,0.2201
12995,AF2-PD,Q6PCB0_PF00092_34_204_fpocket_10,0.2201
12996,AF2-PD,Q8TBC4_PF08825_375_461_fpocket_2,0.2201
12997,AF2-LIG,P17980_PF00004_223_356_pocket_0,0.2201
12998,AF2-PD,Q8IYJ3_PF00168_281_385_fpocket_1,0.2201
12999,AF2-PD,Q68DE3_PF00010_19_70_fpocket_6,0.2201
13000,PDB-PD,P35398_PF00104_308_494_fpocket_6,0.2201
13001,AF2-PD,P33121_PF13193_572_643_fpocket_2,0.2201
13002,PDB-PD,P08603_PF00084_325_385_fpocket_2,0.2201
13003,AF2-PD,Q06546_PF00178_321_400_fpocket_1,0.2201
13004,PDB-PD,Q00653_PF16179_229_329_fpocket_5,0.2201
13005,AF2-PD,O60391_PF10613_458_561_fpocket_3,0.2201
13006,AF2-PD,Q99436_PF00227_40_221_fpocket_2,0.2201
13007,AF2-PD,A3KMH1_PF07728_776_923_fpocket_2,0.2201
13008,PDB-PD,P33991_PF14551_163_264_fpocket_1,0.2201
13009,PDB-LIG,P38117_PF01012_26_214_pocket_0,0.2201
13010,AF2-PD,Q15910_PF18264_559_590_fpocket_1,0.2201
13011,PDB-PD,P36959_PF00478_9_342_fpocket_13,0.2201
13012,PDB-PD,Q96NY9_PF02732_273_415_fpocket_2,0.2201
13013,PDB-PD,Q969V6_PF02037_347_381_fpocket_1,0.2201
13014,AF2-PD,Q96EP5_PF00076_12_81_fpocket_3,0.2201
13015,AF2-PD,A0PJX0_PF13499_100_169_fpocket_7,0.2201
13016,AF2-PD,Q96EP0_PF09409_69_151_fpocket_7,0.2201
13017,PDB-PD,P32926_PF00028_57_148_fpocket_2,0.2201
13018,AF2-PD,Q5SSJ5_PF00538_341_412_fpocket_2,0.2201
13019,AF2-PD,P13928_PF00191_97_162_fpocket_1,0.2201
13020,AF2-PD,Q8TBZ5_PF00096_491_513_fpocket_2,0.2201
13021,AF2-PD,Q8TF39_PF02023_48_137_fpocket_4,0.2201
13022,AF2-PD,P61224_PF00071_5_167_fpocket_1,0.2201
13023,AF2-PD,P51452_PF00782_37_176_fpocket_1,0.2201
13024,AF2-PD,Q07890_PF00169_426_544_fpocket_1,0.2201
13025,AF2-PD,Q6PJT7_PF14608_621_639_fpocket_2,0.2201
13026,AF2-PD,O75695_PF07986_59_177_fpocket_1,0.2201
13027,AF2-PD,Q96J84_PF08205_118_209_fpocket_1,0.2201
13028,AF2-PD,Q5IJ48_PF00008_227_257_fpocket_1,0.2201
13029,AF2-PD,Q9UBS5_PF00003_586_856_fpocket_10,0.2201
13030,AF2-PD,Q8NFI4_PF18253_2_43_fpocket_2,0.2201
13031,AF2-PD,Q14978_PF05022_624_696_fpocket_1,0.2201
13032,PDB-PD,P43628_PF00047_32_115_fpocket_2,0.2201
13033,AF2-PD,Q9Y5G9_PF00028_169_264_fpocket_1,0.2201
13034,PDB-LIG,P05981_PF00089_163_400_pocket_0,0.2201
13035,AF2-PD,Q8N5P1_PF18345_226_244_fpocket_2,0.2201
13036,PDB-PD,P00749_PF00089_179_419_fpocket_2,0.2201
13037,PDB-PD,P00748_PF00008_178_208_fpocket_1,0.2201
13038,AF2-PD,E7ETH6_PF00096_270_292_fpocket_1,0.2201
13039,PDB-PD,Q07955_PF00076_123_186_fpocket_1,0.2201
13040,AF2-PD,Q7Z419_PF01485_178_240_fpocket_5,0.2201
13041,PDB-PD,Q16878_PF05995_1_170_fpocket_5,0.2201
13042,AF2-PD,Q9BRX8_PF13911_94_202_fpocket_8,0.2201
13043,PDB-LIG,P68400_PF00069_39_324_pocket_2,0.2201
13044,AF2-PD,O43776_PF01336_128_208_fpocket_1,0.2201
13045,AF2-PD,Q86UL8_PF00595_1147_1226_fpocket_1,0.2201
13046,PDB-PD,Q6PI48_PF02938_356_452_fpocket_3,0.2201
13047,AF2-PD,Q9BZA7_PF00028_254_346_fpocket_2,0.2201
13048,AF2-PD,Q9BZA7_PF00028_366_457_fpocket_1,0.2201
13049,AF2-PD,Q2WGJ6_PF07707_136_237_fpocket_10,0.2201
13050,AF2-PD,Q8IWZ4_PF00643_88_129_fpocket_1,0.2201
13051,PDB-PD,Q96MU7_PF04146_432_493_fpocket_1,0.2202
13052,AF2-PD,Q6BAA4_PF13895_104_190_fpocket_2,0.2202
13053,AF2-PD,Q13795_PF00025_4_187_fpocket_5,0.2202
13054,PDB-PD,Q9Y6X8_PF00046_534_584_fpocket_1,0.2202
13055,AF2-PD,Q2VIR3_PF09173_369_459_fpocket_2,0.2202
13056,AF2-PD,Q9Y5F1_PF00028_139_233_fpocket_2,0.2202
13057,AF2-PD,Q8TE67_PF08416_28_157_fpocket_9,0.2202
13058,PDB-PD,O15123_PF00147_280_494_fpocket_1,0.2202
13059,PDB-PD,Q9UKT5_PF00646_59_101_fpocket_4,0.2202
13060,AF2-PD,Q8N6Y1_PF00028_214_311_fpocket_3,0.2202
13061,AF2-PD,P54725_PF00627_162_198_fpocket_3,0.2202
13062,AF2-PD,P56180_PF10409_409_539_fpocket_4,0.2202
13063,PDB-PD,P19544_PF00096_353_377_fpocket_2,0.2202
13064,AF2-PD,Q5JRA6_PF07653_49_105_fpocket_4,0.2202
