	domain	reference	fpocket	drug score	prank rescore	buriedness
3443	P10768_PF00756_23_275	3FCX_B	fpocket6	0.009	8.0697	19
3444	P10768_PF00756_23_275	3FCX_B	fpocket2	0.007	3.6275	20
3445	P10826_PF00104_224_401	4DM6_A	fpocket1	0.687	39.8425	24
3446	P10826_PF00104_224_401	4DM6_A	fpocket17	0.068	21.458	21
3447	P10826_PF00105_86_155	5UAN_B	fpocket3	0.319	1.9587	12
3448	P10826_PF00105_86_155	5UAN_B	fpocket5	0.0	1.5267	11
3449	P10827_PF00104_204_379	3ILZ_A	fpocket1	0.632	29.7776	25
3450	P10827_PF00104_204_379	3ILZ_A	fpocket10	0.0	2.6233	14
3451	P10828_PF00104_265_445	6KKB_X	fpocket1	0.833	44.4662	27
3452	P10828_PF00104_265_445	6KKB_X	fpocket16	0.009	8.4335	17
3453	P10828_PF00105_105_176	2NLL_B	fpocket3	0.037	2.4851	14
3454	P10828_PF00105_105_176	2NLL_B	fpocket2	0.181	1.601	7
3455	P10912_PF00041_159_244	1AXI_B	fpocket1	0.22	1.9374	16
3456	P10912_PF00041_159_244	1AXI_B	fpocket3	0.002	1.5288	13
3457	P10912_PF09067_43_144	1HWG_B	fpocket4	0.172	4.0871	12
3458	P10912_PF09067_43_144	1HWG_B	fpocket2	0.363	3.963	17
3459	P10916_PF00036_28_56	5TBY_E	fpocket1	0.011	0.6774	10
3460	P11171_PF00373_291_401	3QIJ_A	fpocket1	0.031	6.9547	15
3461	P11171_PF00373_291_401	3QIJ_A	fpocket3	0.001	6.3401	25
3462	P11171_PF09379_214_277	3QIJ_A	fpocket3	0.942	9.7865	18
3463	P11171_PF09379_214_277	3QIJ_A	fpocket1	0.022	3.8241	13
3464	P11171_PF09380_405_494	3QIJ_A	fpocket1	0.042	9.2027	15
3465	P11171_PF09380_405_494	3QIJ_A	fpocket2	0.547	3.6241	18
3466	P11172_PF00156_42_167	2WNS_A	fpocket2	0.001	7.2738	21
3467	P11172_PF00156_42_167	2WNS_A	fpocket1	0.541	4.6186	22
3468	P11172_PF00215_252_466	7ASQ_A	fpocket1	0.478	41.3952	22
3469	P11172_PF00215_252_466	7ASQ_A	fpocket2	0.0	7.3515	20
3470	P11177_PF02779_32_209	2OZL_B	fpocket7	0.04	5.5149	13
3471	P11177_PF02779_32_209	2OZL_B	fpocket8	0.035	4.7679	17
3472	P11177_PF02780_226_349	2OZL_B	fpocket3	0.334	5.2292	16
3473	P11177_PF02780_226_349	2OZL_B	fpocket4	0.004	3.0895	17
3474	P11182_PF00364_65_138	1K8M_A	fpocket3	0.477	2.7872	17
3475	P11182_PF00364_65_138	1K8M_A	fpocket2	0.001	2.7002	12
3476	P11215_PF00092_150_327	1MF7_A	fpocket2	0.2	10.2948	17
3477	P11215_PF00092_150_327	1MF7_A	fpocket9	0.0	4.5815	16
3478	P11226_PF00059_144_246	1HUP_A	fpocket2	0.07	9.7635	14
3479	P11226_PF00059_144_246	1HUP_A	fpocket5	0.003	2.4458	18
3480	P11233_PF00071_16_177	6P0I_B	fpocket1	0.165	34.6752	21
3481	P11233_PF00071_16_177	6P0I_B	fpocket4	0.33	17.2404	20
3482	P11234_PF00071_16_178	6ZRN_A	fpocket3	0.299	27.9415	21
3483	P11234_PF00071_16_178	6ZRN_A	fpocket12	0.0	3.7576	12
3484	P11274_PF00621_502_689	5N7E_B	fpocket4	0.978	24.0432	21
3485	P11274_PF00621_502_689	5N7E_B	fpocket9	0.013	17.0112	16
3486	P11274_PF09036_3_75	1K1F_B	fpocket6	0.399	2.3144	14
3487	P11274_PF09036_3_75	1K1F_B	fpocket5	0.06	1.9091	10
3488	P11277_PF00435_1061_1166	1S35_A	fpocket8	0.06	3.5774	19
3489	P11277_PF00435_1061_1166	1S35_A	fpocket5	0.0	3.1032	18
3490	P11277_PF00435_1168_1272	1S35_A	fpocket1	0.061	3.1097	12
3491	P11277_PF00435_1168_1272	1S35_A	fpocket9	0.003	2.6443	16
3492	P11277_PF00435_1584_1688	3KBT_A	fpocket2	0.002	1.5756	15
3493	P11277_PF00435_1584_1688	3KBT_A	fpocket3	0.001	1.4009	11
3494	P11277_PF00435_1690_1795	3EDU_A	fpocket1	0.256	2.7771	16
3495	P11277_PF00435_1690_1795	3EDU_A	fpocket2	0.001	1.131	13
3496	P11277_PF00435_1797_1901	3EDU_A	fpocket3	0.253	4.9749	15
3497	P11277_PF00435_1797_1901	3EDU_A	fpocket2	0.018	1.6148	21
3498	P11277_PF00435_1903_2007	3LBX_B	fpocket10	0.004	1.789	12
3499	P11277_PF00435_1903_2007	3LBX_B	fpocket1	0.532	1.762	16
3500	P11277_PF00435_2009_2095	3LBX_B	fpocket1	0.638	4.5185	13
3501	P11277_PF00435_2009_2095	3LBX_B	fpocket3	0.006	2.8914	12
3502	P11308_PF00178_312_391	4IRG_A	fpocket1	0.0	6.3158	15
3503	P11308_PF00178_312_391	4IRG_A	fpocket8	0.001	5.4606	14
3504	P11308_PF02198_115_199	1SXE_A	fpocket1	0.397	6.4329	22
3505	P11308_PF02198_115_199	1SXE_A	fpocket5	0.014	2.0886	16
3506	P11309_PF00069_38_290	3A99_A	fpocket15	0.436	22.8816	22
3507	P11309_PF00069_38_290	3A99_A	fpocket22	0.001	12.9183	17
3508	P11310_PF00441_267_416	4P13_A	fpocket1	0.707	8.8756	16
3509	P11310_PF00441_267_416	4P13_A	fpocket2	0.001	2.2565	14
3510	P11310_PF02770_157_255	4P13_A	fpocket1	0.674	2.1464	16
3511	P11310_PF02770_157_255	4P13_A	fpocket2	0.001	1.8724	14
3512	P11310_PF02771_42_152	4P13_A	fpocket1	0.734	11.7126	24
3513	P11310_PF02771_42_152	4P13_A	fpocket3	0.0	5.0741	19
3514	P11362_PF00047_38_116	2CR3_A	fpocket6	0.055	3.3784	14
3515	P11362_PF00047_38_116	2CR3_A	fpocket8	0.373	3.196	14
3516	P11362_PF07679_160_247	5W59_B	fpocket5	0.0	3.7521	14
3517	P11362_PF07679_160_247	5W59_B	fpocket3	0.001	3.5808	19
3518	P11362_PF07679_259_358	3OJV_C	fpocket4	0.002	8.5831	16
3519	P11362_PF07679_259_358	3OJV_C	fpocket1	0.248	5.4036	18
3520	P11362_PF07714_478_754	5EW8_A	fpocket2	0.118	25.6421	15
3521	P11362_PF07714_478_754	5EW8_A	fpocket7	0.011	18.5091	18
3522	P11387_PF01028_432_665	1K4T_A	fpocket12	0.005	12.4774	15
3523	P11387_PF01028_432_665	1K4T_A	fpocket9	0.001	10.8626	20
3524	P11388_PF00204_266_430	6ZY7_A	fpocket6	0.023	10.8042	11
3525	P11388_PF00204_266_430	6ZY7_A	fpocket1	0.11	7.1741	20
3526	P11388_PF02518_76_225	1ZXM_A	fpocket2	0.076	43.7956	19
3527	P11388_PF02518_76_225	1ZXM_A	fpocket8	0.886	4.238	20
3528	P11413_PF00479_35_210	6JYU_A	fpocket9	0.987	19.9533	19
3529	P11413_PF00479_35_210	6JYU_A	fpocket6	0.0	3.3867	11
3530	P11413_PF02781_212_509	6JYU_A	fpocket2	0.368	25.3977	16
3531	P11413_PF02781_212_509	6JYU_A	fpocket17	0.074	17.1924	15
3532	P11441_PF00240_3_74	2DZI_A	fpocket4	0.282	3.055	15
3533	P11441_PF00240_3_74	2DZI_A	fpocket1	0.011	2.0618	14
3534	P11441_PF17840_96_142	4X86_A	fpocket1	0.456	1.4958	12
3535	P11441_PF17840_96_142	4X86_A	fpocket2	0.054	1.2404	8
3536	P11473_PF00104_216_406	3B0T_A	fpocket1	0.622	61.5037	21
3537	P11473_PF00104_216_406	3B0T_A	fpocket6	0.055	6.8315	15
3538	P11473_PF00105_22_91	1KB2_A	fpocket1	0.186	5.9814	15
3539	P11473_PF00105_22_91	1KB2_A	fpocket2	0.021	2.7352	13
3540	P11474_PF00104_224_404	3K6P_A	fpocket1	0.88	33.49	22
3541	P11474_PF00104_224_404	3K6P_A	fpocket10	0.0	5.1695	21
3542	P11498_PF00364_1110_1177	3BG3_A	fpocket2	0.114	1.659	12
3543	P11498_PF00364_1110_1177	3BG3_A	fpocket1	0.387	0.9983	23
3544	P11498_PF00682_563_837	3BG3_A	fpocket1	0.084	9.1396	14
3545	P11498_PF00682_563_837	3BG3_A	fpocket2	0.524	4.7966	19
3546	P11498_PF02436_861_1061	3BG3_A	fpocket5	0.001	12.4567	10
3547	P11498_PF02436_861_1061	3BG3_A	fpocket3	0.009	10.6207	17
3548	P11509_PF00067_34_491	2FDV_A	fpocket1	0.982	64.3994	24
3549	P11509_PF00067_34_491	2FDV_A	fpocket6	0.004	10.3372	20
3550	P11511_PF00067_46_488	3S79_A	fpocket1	0.776	36.7452	24
3551	P11511_PF00067_46_488	3S79_A	fpocket4	0.476	32.602	21
3552	P11532_PF00307_134_241	1DXX_A	fpocket4	0.271	3.3419	16
3553	P11532_PF00307_134_241	1DXX_A	fpocket2	0.005	2.7784	12
3554	P11532_PF00307_15_120	1DXX_A	fpocket1	0.412	3.9989	11
3555	P11532_PF00307_15_120	1DXX_A	fpocket3	0.002	2.4458	11
3556	P11532_PF00435_339_447	3UUN_A	fpocket1	0.257	3.7036	15
3557	P11532_PF00435_339_447	3UUN_A	fpocket2	0.007	1.8938	17
3558	P11532_PF09068_3089_3207	1EG3_A	fpocket1	0.677	7.5238	16
3559	P11532_PF09068_3089_3207	1EG3_A	fpocket5	0.011	2.3696	14
3560	P11532_PF09069_3211_3302	1EG3_A	fpocket2	0.022	2.5026	15
3561	P11532_PF09069_3211_3302	1EG3_A	fpocket1	0.357	0.9533	13
3562	P11586_PF00763_7_125	1A4I_A	fpocket3	0.661	2.6093	17
3563	P11586_PF00763_7_125	1A4I_A	fpocket1	0.009	2.0982	11
3564	P11586_PF02882_128_295	1A4I_B	fpocket2	0.165	12.8411	20
3565	P11586_PF02882_128_295	1A4I_B	fpocket3	0.144	9.8435	21
3566	P11597_PF02886_243_480	2OBD_A	fpocket1	0.987	64.5856	20
3567	P11597_PF02886_243_480	2OBD_A	fpocket18	0.166	22.4401	15
3568	P11712_PF00067_30_487	5X23_A	fpocket24	0.997	54.337	22
3569	P11712_PF00067_30_487	5X23_A	fpocket1	0.959	53.3728	21
3570	P11717_PF00040_1903_1942	2V5O_A	fpocket1	0.276	0.8215	12
3571	P11766_PF00107_202_334	2FZW_A	fpocket3	0.603	52.0358	21
3572	P11766_PF00107_202_334	2FZW_A	fpocket6	0.044	13.9732	15
3573	P11766_PF08240_32_160	2FZW_A	fpocket1	0.101	7.5625	23
3574	P11766_PF08240_32_160	2FZW_A	fpocket9	0.006	5.084	21
3575	P11802_PF00069_6_295	2W9Z_B	fpocket2	0.137	26.3458	20
3576	P11802_PF00069_6_295	2W9Z_B	fpocket6	0.881	13.114	18
3577	P11831_PF00319_150_197	1HBX_A	fpocket2	0.063	3.8277	17
3578	P11831_PF00319_150_197	1HBX_A	fpocket1	0.742	3.3875	13
3579	P11926_PF00278_40_387	7S3G_A	fpocket21	0.013	63.3957	19
3580	P11926_PF00278_40_387	7S3G_A	fpocket20	0.01	19.5334	17
3581	P11926_PF02784_45_281	7S3G_A	fpocket15	0.017	42.1992	19
3582	P11926_PF02784_45_281	7S3G_A	fpocket6	0.047	9.618	18
3583	P11940_PF00076_101_168	4F25_A	fpocket3	0.001	3.7376	9
3584	P11940_PF00076_101_168	4F25_A	fpocket1	0.202	3.4923	22
3585	P11940_PF00076_13_83	4F02_A	fpocket4	0.0	1.1933	12
3586	P11940_PF00076_13_83	4F02_A	fpocket1	0.335	0.7358	24
3587	P11940_PF00076_296_364	2D9P_A	fpocket1	0.432	3.2143	25
3588	P11940_PF00076_296_364	2D9P_A	fpocket2	0.0	2.1302	14
3589	P12004_PF00705_1_125	1U7B_A	fpocket3	0.003	4.5055	16
3590	P12004_PF00705_1_125	1U7B_A	fpocket6	0.001	3.8111	17
3591	P12004_PF02747_127_254	1U7B_A	fpocket4	0.0	5.5024	15
3592	P12004_PF02747_127_254	1U7B_A	fpocket6	0.001	2.8808	8
3593	P12018_PF07686_24_132	2H32_A	fpocket1	0.448	9.8147	16
3594	P12018_PF07686_24_132	2H32_A	fpocket3	0.004	5.5472	19
3595	P12081_PF00458_7_58	6O76_B	fpocket1	0.497	1.2854	12
3596	P12081_PF03129_410_501	4G84_A	fpocket2	0.241	1.4941	11
3597	P12081_PF03129_410_501	4G84_A	fpocket4	0.003	1.3162	17
3598	P12081_PF13393_61_389	6O76_A	fpocket14	0.015	14.1356	18
3599	P12081_PF13393_61_389	6O76_A	fpocket5	0.001	13.2533	25
3600	P12104_PF00061_4_132	3AKM_A	fpocket1	0.837	64.2662	25
3601	P12104_PF00061_4_132	3AKM_A	fpocket3	0.001	4.241	19
3602	P12111_PF00014_3111_3163	1KTH_A	fpocket2	0.158	1.8046	10
3603	P12111_PF00014_3111_3163	1KTH_A	fpocket1	0.003	1.5882	12
3604	P12111_PF00092_1639_1811	6SNK_A	fpocket5	0.395	8.6021	16
3605	P12111_PF00092_1639_1811	6SNK_A	fpocket1	0.21	5.0389	21
3606	P12259_PF00754_1922_2058	7KVE_B	fpocket1	0.148	6.7827	20
3607	P12259_PF00754_1922_2058	7KVE_B	fpocket5	0.072	3.824	18
3608	P12259_PF00754_2081_2218	1CZT_A	fpocket3	0.009	6.7961	14
3609	P12259_PF00754_2081_2218	1CZT_A	fpocket5	0.0	6.6554	14
3610	P12259_PF07732_1641_1753	7KVE_B	fpocket1	0.689	4.5364	23
3611	P12259_PF07732_1641_1753	7KVE_B	fpocket4	0.0	1.4592	12
3612	P12259_PF07732_64_197	7KVE_B	fpocket6	0.279	8.1558	18
3613	P12259_PF07732_64_197	7KVE_B	fpocket5	0.006	3.2423	16
3614	P12268_PF00478_29_504	6UDO_B	fpocket1	0.319	43.38	29
3615	P12268_PF00478_29_504	6UDO_B	fpocket22	0.767	22.7435	14
3616	P12268_PF00571_107_166	6I0M_A	fpocket3	0.073	6.4142	12
3617	P12268_PF00571_107_166	6I0M_A	fpocket2	0.002	1.0376	6
3618	P12268_PF00571_175_232	6I0M_A	fpocket1	0.388	2.111	16
3619	P12268_PF00571_175_232	6I0M_A	fpocket4	0.232	1.9232	15
3620	P12271_PF00650_141_291	3HX3_A	fpocket1	0.939	38.836	23
3621	P12271_PF00650_141_291	3HX3_A	fpocket7	0.0	6.1522	12
3622	P12271_PF03765_16_116	3HY5_A	fpocket2	0.002	6.5625	14
3623	P12271_PF03765_16_116	3HY5_A	fpocket3	0.002	2.6627	15
3624	P12277_PF00217_153_367	3B6R_A	fpocket17	0.825	44.7851	20
3625	P12277_PF00217_153_367	3B6R_A	fpocket18	0.0	22.9939	15
3626	P12277_PF02807_24_94	3B6R_A	fpocket1	0.351	2.0433	9
3627	P12314_PF00047_195_275	4W4O_C	fpocket1	0.98	11.5157	20
3628	P12314_PF00047_195_275	4W4O_C	fpocket4	0.15	7.4169	20
3629	P12314_PF13895_104_185	4W4O_C	fpocket1	0.455	5.8651	14
3630	P12314_PF13895_104_185	4W4O_C	fpocket2	0.0	3.8115	16
3631	P12314_PF13927_23_87	3RJD_A	fpocket1	0.192	7.0	19
3632	P12314_PF13927_23_87	3RJD_A	fpocket2	0.001	1.6141	7
3633	P12318_PF13895_123_205	3RY4_A	fpocket3	0.012	2.5198	13
3634	P12318_PF13895_123_205	3RY4_A	fpocket4	0.152	1.945	10
3635	P12318_PF13895_39_119	3RY4_A	fpocket1	0.001	1.2153	12
3636	P12319_PF13895_112_194	1F2Q_A	fpocket2	0.0	7.7947	15
3637	P12319_PF13895_112_194	1F2Q_A	fpocket4	0.004	3.5505	11
3638	P12319_PF13927_29_96	1RPQ_D	fpocket3	0.044	19.8005	17
3639	P12319_PF13927_29_96	1RPQ_D	fpocket1	0.063	6.3566	17
3640	P12429_PF00191_177_243	1AXN_A	fpocket2	0.002	2.1843	18
3641	P12429_PF00191_177_243	1AXN_A	fpocket1	0.647	1.9441	17
3642	P12429_PF00191_22_87	1AXN_A	fpocket2	0.442	1.8669	19
3643	P12429_PF00191_22_87	1AXN_A	fpocket1	0.025	1.1924	15
3644	P12429_PF00191_253_318	1AXN_A	fpocket2	0.003	4.2018	15
3645	P12429_PF00191_253_318	1AXN_A	fpocket1	0.519	3.808	16
3646	P12429_PF00191_94_159	1AXN_A	fpocket1	0.002	4.0127	18
3647	P12429_PF00191_94_159	1AXN_A	fpocket3	0.007	1.8865	15
3648	P12532_PF00217_186_400	1QK1_B	fpocket9	0.749	51.5546	18
3649	P12532_PF00217_186_400	1QK1_B	fpocket13	0.001	7.943	14
3650	P12532_PF02807_57_127	1QK1_B	fpocket1	0.0	4.185	17
3651	P12532_PF02807_57_127	1QK1_B	fpocket2	0.164	3.1824	16
3652	P12544_PF00089_29_254	1OP8_F	fpocket5	0.002	13.854	20
3653	P12544_PF00089_29_254	1OP8_F	fpocket12	0.001	6.3402	16
3654	P12643_PF00019_295_395	2H62_A	fpocket1	0.002	2.0431	12
3655	P12645_PF00019_369_471	2QCQ_A	fpocket2	0.164	1.5639	10
3656	P12645_PF00019_369_471	2QCQ_A	fpocket4	0.003	1.3995	17
3657	P12724_PF00074_33_157	4X08_A	fpocket1	0.005	23.237	17
3658	P12724_PF00074_33_157	4X08_A	fpocket2	0.009	8.1879	15
3659	P12755_PF08782_217_311	1MR1_C	fpocket2	0.236	3.2567	21
3660	P12755_PF08782_217_311	1MR1_C	fpocket3	0.057	1.863	16
3661	P12757_PF08782_261_355	5C4V_F	fpocket1	0.008	9.4855	16
3662	P12757_PF08782_261_355	5C4V_F	fpocket2	0.291	2.772	20
3663	P12814_PF00307_144_251	2EYI_A	fpocket1	0.38	4.9302	16
3664	P12814_PF00307_144_251	2EYI_A	fpocket7	0.0	1.9097	15
3665	P12814_PF00307_31_136	2EYI_A	fpocket2	0.505	2.8585	16
3666	P12814_PF00307_31_136	2EYI_A	fpocket4	0.003	2.7798	13
3667	P12814_PF08726_822_888	2N8Y_A	fpocket1	0.431	6.6533	18
3668	P12814_PF08726_822_888	2N8Y_A	fpocket5	0.169	3.3983	16
3669	P12830_PF00028_159_253	2OMZ_B	fpocket2	0.002	1.8918	15
3670	P12830_PF00028_159_253	2OMZ_B	fpocket1	0.469	1.4509	21
3671	P12830_PF00028_267_366	4ZT1_A	fpocket3	0.0	4.2936	20
3672	P12830_PF00028_267_366	4ZT1_A	fpocket6	0.0	3.0528	12
3673	P12830_PF00028_380_478	7STZ_C	fpocket2	0.37	9.303	24
3674	P12830_PF00028_380_478	7STZ_C	fpocket4	0.115	2.7845	21
3675	P12830_PF00028_491_585	7STZ_C	fpocket1	0.274	6.5814	19
3676	P12830_PF00028_491_585	7STZ_C	fpocket2	0.001	5.2333	17
3677	P12830_PF00028_598_686	7STZ_C	fpocket1	0.008	4.8643	19
3678	P12830_PF00028_598_686	7STZ_C	fpocket6	0.0	3.651	14
3679	P12883_PF00063_87_766	5TBY_A	fpocket70	0.37	108.5861	19
3680	P12883_PF00063_87_766	5TBY_A	fpocket71	0.0	52.7275	15
3681	P12883_PF02736_32_76	4DB1_A	fpocket2	0.133	0.7398	9
3682	P12883_PF02736_32_76	4DB1_A	fpocket1	0.16	0.6454	11
3683	P12931_PF00017_151_233	1FMK_A	fpocket3	0.001	5.8396	16
3684	P12931_PF00017_151_233	1FMK_A	fpocket1	0.13	3.2165	17
3685	P12931_PF00018_90_137	1FMK_A	fpocket5	0.0	3.3268	14
3686	P12931_PF00018_90_137	1FMK_A	fpocket3	0.086	3.1716	11
3687	P12931_PF07714_270_519	2SRC_A	fpocket2	0.034	61.3755	24
3688	P12931_PF07714_270_519	2SRC_A	fpocket5	0.748	5.1135	15
3689	P12955_PF00557_193_459	6SRE_A	fpocket1	0.748	44.3444	17
3690	P12955_PF00557_193_459	6SRE_A	fpocket12	0.002	6.6319	16
3691	P12955_PF05195_23_144	6SRE_A	fpocket1	0.067	5.128	23
3692	P12955_PF05195_23_144	6SRE_A	fpocket2	0.716	4.1177	10
3693	P12956_PF02037_573_607	1JEQ_A	fpocket2	0.0	3.577	15
3694	P12956_PF02037_573_607	1JEQ_A	fpocket1	0.705	2.3122	15
3695	P12956_PF02735_263_468	1JEY_A	fpocket12	0.587	25.1759	19
3696	P12956_PF02735_263_468	1JEY_A	fpocket8	0.01	11.3983	18
3697	P12956_PF03731_37_256	1JEY_A	fpocket12	0.0	9.3157	14
3698	P12956_PF03731_37_256	1JEY_A	fpocket5	0.002	4.0246	15
3699	P13010_PF02735_253_453	1JEY_B	fpocket2	0.215	18.2971	20
3700	P13010_PF02735_253_453	1JEY_B	fpocket4	0.0	5.882	15
3701	P13010_PF03731_9_244	1JEY_B	fpocket10	0.295	8.5727	15
3702	P13010_PF03731_9_244	1JEY_B	fpocket11	0.007	7.0225	14
3703	P13010_PF08785_593_706	7SU3_C	fpocket1	0.903	12.0603	26
3704	P13010_PF08785_593_706	7SU3_C	fpocket3	0.002	3.6409	16
3705	P13051_PF03167_140_302	3FCI_A	fpocket3	0.015	13.196	26
3706	P13051_PF03167_140_302	3FCI_A	fpocket4	0.192	12.349	19
3707	P13236_PF00048_32_89	3TN2_A	fpocket2	0.57	3.7615	14
3708	P13236_PF00048_32_89	3TN2_A	fpocket1	0.375	1.4371	18
3709	P13497_PF01400_128_321	3EDH_A	fpocket7	0.819	19.8331	17
3710	P13497_PF01400_128_321	3EDH_A	fpocket4	0.0	15.3236	21
3711	P13500_PF00048_32_90	1DOK_A	fpocket2	0.168	1.35	13
3712	P13500_PF00048_32_90	1DOK_A	fpocket5	0.0	1.1715	13
3713	P13501_PF00048_31_88	5COY_A	fpocket3	0.123	4.6666	12
3714	P13501_PF00048_31_88	5COY_A	fpocket2	0.011	1.879	12
3715	P13569_PF00005_1227_1374	6UK1_A	fpocket8	0.0	36.7109	17
3716	P13569_PF00005_1227_1374	6UK1_A	fpocket2	0.009	8.6558	20
3717	P13569_PF00005_441_576	2PZE_A	fpocket3	0.095	17.721	18
3718	P13569_PF00005_441_576	2PZE_A	fpocket10	0.063	10.0247	20
3719	P13591_PF00041_508_598	2HAZ_A	fpocket3	0.001	3.7162	14
3720	P13591_PF00041_508_598	2HAZ_A	fpocket2	0.569	2.0694	24
3721	P13591_PF00041_610_696	2VKW_A	fpocket2	0.001	2.0813	16
3722	P13591_PF00041_610_696	2VKW_A	fpocket1	0.341	1.8247	12
3723	P13591_PF07679_20_114	5AEA_A	fpocket1	0.007	3.0243	19
3724	P13591_PF07679_20_114	5AEA_A	fpocket2	0.0	1.3871	12
3725	P13591_PF07679_418_505	3MTR_A	fpocket2	0.0	5.0286	18
3726	P13591_PF07679_418_505	3MTR_A	fpocket1	0.196	3.0791	18
3727	P13598_PF03921_24_114	1ZXQ_A	fpocket1	0.031	4.6764	13
3728	P13598_PF03921_24_114	1ZXQ_A	fpocket2	0.001	3.501	18
3729	P13631_PF00104_226_403	1FCY_A	fpocket1	0.994	42.6605	24
3730	P13631_PF00104_226_403	1FCY_A	fpocket12	0.034	3.3082	18
3731	P13667_PF00085_178_281	3IDV_A	fpocket1	0.385	3.28	17
3732	P13667_PF00085_178_281	3IDV_A	fpocket4	0.009	1.4078	14
3733	P13667_PF00085_63_166	3IDV_A	fpocket1	0.282	2.0148	23
3734	P13667_PF00085_63_166	3IDV_A	fpocket10	0.001	1.7506	8
3735	P13671_PF00084_644_699	3T5O_A	fpocket1	0.015	1.3503	13
3736	P13671_PF00084_644_699	3T5O_A	fpocket2	0.001	0.5758	11
3737	P13671_PF00084_705_761	3T5O_A	fpocket2	0.383	2.5298	17
3738	P13671_PF00084_705_761	3T5O_A	fpocket1	0.65	2.133	21
3739	P13671_PF00090_27_78	3T5O_A	fpocket1	0.365	3.5703	13
3740	P13671_PF00090_566_615	4A5W_B	fpocket1	0.79	4.1618	15
3741	P13671_PF00090_566_615	4A5W_B	fpocket2	0.0	3.3487	11
3742	P13671_PF00090_85_133	3T5O_A	fpocket1	0.155	4.9857	15
3743	P13671_PF00090_85_133	3T5O_A	fpocket3	0.0	3.474	11
3744	P13671_PF01823_291_514	3T5O_A	fpocket1	0.392	7.4159	18
3745	P13671_PF01823_291_514	3T5O_A	fpocket16	0.0	6.5532	20
3746	P13686_PF00149_26_244	2BQ8_X	fpocket16	0.01	11.9212	19
3747	P13686_PF00149_26_244	2BQ8_X	fpocket18	0.0	7.0819	18
3748	P13688_PF07686_38_141	7MU8_A	fpocket3	0.001	3.8493	20
3749	P13688_PF07686_38_141	7MU8_A	fpocket1	0.026	3.2888	16
3750	P13693_PF00838_1_168	5O9M_A	fpocket5	0.023	6.4645	21
3751	P13693_PF00838_1_168	5O9M_A	fpocket9	0.001	2.8037	16
3752	P13716_PF00490_5_326	5HMS_A	fpocket1	0.084	17.7849	26
3753	P13716_PF00490_5_326	5HMS_A	fpocket3	0.646	11.8571	15
3754	P13725_PF01291_37_209	1EVS_A	fpocket2	0.261	4.5096	16
3755	P13725_PF01291_37_209	1EVS_A	fpocket9	0.001	4.4381	14
3756	P13726_PF09294_138_245	6R2W_T	fpocket1	0.02	4.4441	13
3757	P13726_PF09294_138_245	6R2W_T	fpocket2	0.296	3.4055	16
3758	P13727_PF00059_114_222	1H8U_A	fpocket7	0.001	10.93	13
3759	P13727_PF00059_114_222	1H8U_A	fpocket1	0.187	9.6711	14
3760	P13747_PF00129_22_200	6GH1_A	fpocket3	0.046	37.0763	17
3761	P13747_PF00129_22_200	6GH1_A	fpocket2	0.568	23.4429	17
3762	P13747_PF07654_207_287	6GH1_A	fpocket2	0.236	2.6805	19
3763	P13747_PF07654_207_287	6GH1_A	fpocket1	0.002	2.3265	16
3764	P13765_PF00969_39_113	4I0P_D	fpocket2	0.214	2.0534	12
3765	P13765_PF00969_39_113	4I0P_D	fpocket1	0.0	1.281	13
3766	P13765_PF07654_125_206	4I0P_D	fpocket2	0.004	2.7072	10
3767	P13765_PF07654_125_206	4I0P_D	fpocket7	0.001	2.0683	18
3768	P13796_PF00036_13_41	5JOJ_A	fpocket1	0.011	1.317	14
3769	P13796_PF00307_394_504	6VEC_k	fpocket2	0.001	3.1708	14
3770	P13796_PF00307_394_504	6VEC_k	fpocket4	0.001	2.9317	10
3771	P13796_PF00307_515_625	6VEC_k	fpocket3	0.779	2.5163	15
3772	P13796_PF00307_515_625	6VEC_k	fpocket5	0.003	2.5134	14
3773	P13797_PF00307_123_239	1AOA_A	fpocket10	0.0	3.2981	11
3774	P13797_PF00307_123_239	1AOA_A	fpocket8	0.002	2.564	17
3775	P13797_PF00307_267_379	1AOA_A	fpocket2	0.0	4.6779	13
3776	P13797_PF00307_267_379	1AOA_A	fpocket4	0.002	2.5986	12
3777	P13797_PF00307_518_628	1WJO_A	fpocket8	0.008	3.8259	19
3778	P13797_PF00307_518_628	1WJO_A	fpocket4	0.001	2.9068	11
3779	P13804_PF00766_211_291	1EFV_A	fpocket4	0.0	10.8345	16
3780	P13804_PF00766_211_291	1EFV_A	fpocket2	0.129	5.102	18
3781	P13804_PF01012_22_196	1EFV_A	fpocket2	0.09	3.4341	17
3782	P13804_PF01012_22_196	1EFV_A	fpocket5	0.006	3.0725	14
3783	P13861_PF02197_8_45	2IZX_A	fpocket3	0.029	1.2902	10
3784	P13861_PF02197_8_45	2IZX_A	fpocket1	0.052	0.5479	16
3785	P13928_PF00191_181_247	1W3W_A	fpocket1	0.029	3.2756	16
3786	P13928_PF00191_181_247	1W3W_A	fpocket4	0.48	3.0603	18
3787	P13928_PF00191_257_322	1W3W_A	fpocket1	0.051	4.1895	17
3788	P13928_PF00191_257_322	1W3W_A	fpocket2	0.478	2.359	14
3789	P13928_PF00191_25_90	1W3W_A	fpocket4	0.001	2.9438	20
3790	P13928_PF00191_25_90	1W3W_A	fpocket8	0.0	2.8488	13
