	domain	fpocket	druggability score	prank rescore	buriedness	min pLDDT
9851	P37023_PF07714_202_489	fpocket4	0.813	11.6913	25	76.0
9852	P37058_PF00106_49_243	fpocket2	0.059	15.5152	25	93.92
9853	P37058_PF00106_49_243	fpocket6	0.156	10.1283	19	90.05
9854	P37059_PF00106_83_278	fpocket2	0.83	25.9477	23	80.44
9855	P37059_PF00106_83_278	fpocket7	0.569	11.9465	20	95.78
9856	P37108_PF02290_4_94	fpocket10	0.045	6.7986	16	89.9
9857	P37173_PF07714_244_538	fpocket5	0.576	21.0329	24	80.98
9858	P37173_PF07714_244_538	fpocket6	0.003	7.5185	18	91.86
9859	P37173_PF08917_49_159	fpocket3	0.001	3.1831	13	89.54
9860	P37173_PF08917_49_159	fpocket5	0.013	1.4335	16	90.97
9861	P37231_PF00104_300_486	fpocket10	0.006	4.5802	13	93.73
9862	P37231_PF00104_300_486	fpocket9	0.966	39.1778	23	86.55
9863	P37231_PF00105_137_205	fpocket2	0.002	1.8783	15	92.35
9864	P37231_PF00105_137_205	fpocket4	0.189	2.6566	11	91.84
9865	P37235_PF13499_98_174	fpocket1	0.004	0.7938	12	82.44
9866	P37235_PF13499_98_174	fpocket2	0.156	0.7187	16	91.92
9867	P37235_PF13833_39_90	fpocket1	0.013	3.2416	17	90.79
9868	P37235_PF13833_39_90	fpocket2	0.229	5.3441	13	79.58
9869	P37268_PF00494_47_320	fpocket1	0.72	31.0347	24	85.79
9870	P37268_PF00494_47_320	fpocket10	0.0	18.688	18	89.57
9871	P37275_PF00096_240_262	fpocket1	0.134	1.8346	9	84.3
9872	P37275_PF00096_240_262	fpocket2	0.534	4.4473	8	86.07
9873	P37275_PF05605_168_224	fpocket2	0.005	2.3642	8	71.36
9874	P37275_PF05605_168_224	fpocket4	0.001	3.1831	14	71.99
9875	P37802_PF00307_24_137	fpocket1	0.02	4.0255	13	92.63
9876	P37802_PF00307_24_137	fpocket4	0.429	2.932	18	92.74
9877	P37837_PF00923_24_326	fpocket11	0.169	5.6848	16	98.53
9878	P37837_PF00923_24_326	fpocket2	0.004	12.6748	29	96.14
9879	P38117_PF01012_26_214	fpocket10	0.0	6.4282	13	95.07
9880	P38117_PF01012_26_214	fpocket11	0.003	46.0852	22	98.02
9881	P38159_PF00076_10_80	fpocket1	0.359	2.2307	26	85.91
9882	P38159_PF00076_10_80	fpocket2	0.0	0.8894	9	74.75
9883	P38398_PF00097_24_64	fpocket1	0.038	4.6507	16	84.51
9884	P38398_PF00097_24_64	fpocket2	0.813	3.483	17	71.15
9885	P38405_PF00503_22_370	fpocket1	0.818	13.5643	25	92.84
9886	P38405_PF00503_22_370	fpocket24	0.042	7.0854	17	92.64
9887	P38484_PF09294_138_238	fpocket1	0.001	2.3065	17	88.84
9888	P38484_PF09294_138_238	fpocket2	0.001	1.2885	15	95.36
9889	P38567_PF01630_42_373	fpocket14	0.003	10.9578	12	91.77
9890	P38567_PF01630_42_373	fpocket7	0.001	13.4158	17	91.61
9891	P38570_PF00092_202_381	fpocket1	0.599	12.4575	18	76.91
9892	P38570_PF00092_202_381	fpocket7	0.0	8.2091	10	71.37
9893	P38571_PF00561_80_381	fpocket1	0.877	18.2766	18	96.81
9894	P38571_PF00561_80_381	fpocket12	0.001	8.7573	13	92.73
9895	P38606_PF00006_230_455	fpocket1	0.151	7.8009	23	84.95
9896	P38606_PF00006_230_455	fpocket3	0.003	5.5485	18	81.1
9897	P38606_PF02874_21_83	fpocket1	0.32	1.1326	10	88.02
9898	P38606_PF02874_21_83	fpocket2	0.001	3.143	17	88.77
9899	P38919_PF00270_62_228	fpocket11	0.535	4.9412	17	83.3
9900	P38919_PF00270_62_228	fpocket3	0.097	5.0902	10	95.81
9901	P38919_PF00271_263_372	fpocket1	0.0	2.4365	15	92.18
9902	P38919_PF00271_263_372	fpocket7	0.032	3.8324	11	96.07
9903	P38935_PF01424_726_784	fpocket1	0.131	1.674	12	82.13
9904	P38935_PF01424_726_784	fpocket3	0.527	2.1333	12	74.56
9905	P38935_PF13086_191_411	fpocket1	0.11	8.0388	21	93.46
9906	P38935_PF13086_191_411	fpocket18	0.026	7.2495	16	95.77
9907	P38935_PF13087_418_615	fpocket2	0.157	5.751	17	82.11
9908	P38935_PF13087_418_615	fpocket3	0.598	7.3085	15	95.96
9909	P39059_PF06482_1218_1383	fpocket4	0.002	2.4785	9	93.62
9910	P39059_PF13385_76_235	fpocket1	0.617	9.5405	16	78.99
9911	P39059_PF13385_76_235	fpocket7	0.002	6.7388	12	84.04
9912	P39060_PF06482_1581_1750	fpocket1	0.003	2.5915	18	87.72
9913	P39060_PF06482_1581_1750	fpocket2	0.006	2.5728	13	87.1
9914	P39060_PF20010_1445_1493	fpocket1	0.005	1.2904	8	70.21
9915	P39086_PF10613_447_561	fpocket1	0.001	3.4448	11	85.69
9916	P39086_PF10613_447_561	fpocket2	0.553	14.4792	21	91.73
9917	P39877_PF00068_22_130	fpocket1	0.892	18.9905	22	86.37
9918	P39877_PF00068_22_130	fpocket2	0.002	7.6015	21	97.52
9919	P39880_PF00046_1245_1301	fpocket1	0.041	0.383	9	85.32
9920	P39880_PF02376_1122_1200	fpocket3	0.0	2.8943	13	84.59
9921	P39880_PF02376_547_624	fpocket11	0.004	2.9125	11	80.69
9922	P39880_PF02376_939_1014	fpocket4	0.398	2.6233	15	86.62
9923	P39900_PF00413_108_263	fpocket10	0.237	17.851	20	93.49
9924	P39900_PF00413_108_263	fpocket6	0.0	4.7239	12	87.1
9925	P39900_PF01471_26_87	fpocket2	0.438	6.3219	11	90.4
9926	P39905_PF00019_117_210	fpocket1	0.225	2.965	18	72.87
9927	P40121_PF00626_146_221	fpocket1	0.019	4.8359	20	79.23
9928	P40121_PF00626_146_221	fpocket2	0.056	9.0275	16	84.97
9929	P40121_PF00626_264_341	fpocket1	0.021	4.3974	17	84.66
9930	P40121_PF00626_264_341	fpocket4	0.001	19.396	18	90.08
9931	P40121_PF00626_28_107	fpocket1	0.094	14.9408	21	83.86
9932	P40121_PF00626_28_107	fpocket7	0.001	7.0108	11	80.31
9933	P40126_PF00264_179_409	fpocket5	0.314	11.9246	15	97.85
9934	P40126_PF00264_179_409	fpocket6	0.004	9.0362	14	96.95
9935	P40145_PF00211_405_589	fpocket2	0.001	4.9226	17	81.08
9936	P40145_PF00211_405_589	fpocket7	0.413	9.9171	11	71.72
9937	P40145_PF00211_973_1172	fpocket4	0.628	3.8504	17	76.35
9938	P40189_PF00041_223_311	fpocket3	0.003	3.4732	17	92.41
9939	P40189_PF00041_223_311	fpocket7	0.001	4.1522	9	93.11
9940	P40189_PF00041_518_605	fpocket3	0.034	2.6421	12	76.71
9941	P40189_PF00041_518_605	fpocket7	0.376	3.9212	19	90.72
9942	P40189_PF06328_26_112	fpocket2	0.416	5.4755	18	83.67
9943	P40189_PF06328_26_112	fpocket5	0.007	6.4741	14	74.86
9944	P40189_PF09240_131_218	fpocket10	0.001	4.3032	16	90.38
9945	P40189_PF09240_131_218	fpocket9	0.005	3.8845	17	93.79
9946	P40198_PF07686_38_141	fpocket1	0.007	3.2105	12	96.32
9947	P40198_PF07686_38_141	fpocket6	0.007	4.1713	19	95.89
9948	P40199_PF07686_38_141	fpocket4	0.015	2.2803	15	95.13
9949	P40199_PF07686_38_141	fpocket5	0.0	4.085	11	96.92
9950	P40199_PF13895_239_318	fpocket1	0.322	2.9037	21	94.66
9951	P40199_PF13895_239_318	fpocket2	0.0	5.0686	15	95.95
9952	P40199_PF13927_146_219	fpocket1	0.639	3.724	19	90.17
9953	P40199_PF13927_146_219	fpocket3	0.001	1.2545	12	97.51
9954	P40225_PF00758_25_175	fpocket15	0.023	6.7336	17	78.9
9955	P40225_PF00758_25_175	fpocket5	0.0	4.3935	11	87.08
9956	P40238_PF00041_391_475	fpocket1	0.564	4.7211	14	85.42
9957	P40238_PF00041_391_475	fpocket3	0.001	7.9954	14	78.76
9958	P40238_PF09067_25_128	fpocket1	0.016	2.9679	13	92.54
9959	P40238_PF09067_25_128	fpocket4	0.316	5.0331	12	71.9
9960	P40259_PF07686_48_143	fpocket3	0.001	6.4944	17	78.32
9961	P40259_PF07686_48_143	fpocket6	0.0	2.8614	11	87.7
9962	P40306_PF00227_36_217	fpocket2	0.003	4.7197	27	78.48
9963	P40306_PF00227_36_217	fpocket4	0.003	5.9365	19	77.11
9964	P40313_PF00089_34_257	fpocket4	0.129	4.7143	14	94.47
9965	P40313_PF00089_34_257	fpocket7	0.141	6.4914	15	74.77
9966	P40337_PF01847_63_144	fpocket1	0.076	9.8584	19	98.23
9967	P40337_PF01847_63_144	fpocket4	0.0	5.2682	15	95.74
9968	P40337_PF17211_156_204	fpocket1	0.493	3.8376	18	97.25
9969	P40337_PF17211_156_204	fpocket2	0.0	2.4641	13	94.52
9970	P40394_PF00107_214_350	fpocket6	0.056	8.3516	16	94.42
9971	P40394_PF00107_214_350	fpocket7	0.001	54.9834	21	98.55
9972	P40394_PF08240_46_172	fpocket1	0.513	3.2832	16	98.16
9973	P40394_PF08240_46_172	fpocket4	0.0	3.8144	19	95.9
9974	P40425_PF00046_245_304	fpocket7	0.0	2.8038	10	75.12
9975	P40616_PF00025_5_177	fpocket1	0.376	10.1324	20	91.17
9976	P40616_PF00025_5_177	fpocket8	0.414	5.1102	15	89.15
9977	P40617_PF00025_8_186	fpocket2	0.162	7.7608	21	89.21
9978	P40617_PF00025_8_186	fpocket7	0.001	2.3304	12	89.21
9979	P40692_PF13589_26_137	fpocket3	0.0	4.853	15	89.54
9980	P40692_PF13589_26_137	fpocket6	0.0	33.6902	18	87.31
9981	P40692_PF16413_502_756	fpocket1	0.001	6.7706	16	88.44
9982	P40692_PF16413_502_756	fpocket4	0.017	5.6032	16	78.03
9983	P40763_PF00017_584_674	fpocket5	0.593	7.3572	11	91.61
9984	P40763_PF00017_584_674	fpocket7	0.631	6.0896	16	88.29
9985	P40763_PF02864_325_464	fpocket12	0.024	7.1733	9	93.41
9986	P40763_PF02865_2_120	fpocket1	0.004	2.4943	17	80.86
9987	P40763_PF02865_2_120	fpocket3	0.004	2.4407	13	80.99
9988	P40818_PF00581_184_307	fpocket3	0.129	10.732	12	83.54
9989	P40818_PF00581_184_307	fpocket5	0.381	6.7654	12	89.09
9990	P40818_PF08969_6_116	fpocket4	0.037	2.6968	15	87.43
9991	P40879_PF01740_526_716	fpocket12	0.009	4.5477	17	89.57
9992	P40879_PF01740_526_716	fpocket7	0.008	4.8088	16	82.05
9993	P40925_PF00056_5_153	fpocket5	0.013	6.1944	18	97.44
9994	P40925_PF00056_5_153	fpocket9	0.506	12.8574	18	83.83
9995	P40925_PF02866_156_331	fpocket1	0.131	11.5698	18	97.62
9996	P40925_PF02866_156_331	fpocket4	0.423	8.3222	18	98.01
9997	P40926_PF00056_25_168	fpocket1	0.001	1.8356	11	97.28
9998	P40926_PF00056_25_168	fpocket2	0.896	16.9693	23	82.81
9999	P40926_PF02866_170_334	fpocket13	0.0	4.3983	16	86.06
10000	P40926_PF02866_170_334	fpocket4	0.057	4.059	13	96.02
10001	P40933_PF02372_33_160	fpocket1	0.041	5.1107	23	89.26
10002	P40937_PF00004_56_177	fpocket4	0.334	6.6098	20	90.75
10003	P40937_PF00004_56_177	fpocket7	0.009	3.3763	15	95.16
10004	P40937_PF08542_242_328	fpocket1	0.063	9.5547	15	87.89
10005	P40937_PF08542_242_328	fpocket5	0.561	5.6983	18	85.55
10006	P40938_PF13177_18_188	fpocket1	0.752	6.6773	19	85.46
10007	P40938_PF13177_18_188	fpocket2	0.001	5.3385	19	86.19
10008	P40939_PF00378_44_242	fpocket16	0.492	30.1424	25	92.7
10009	P40939_PF00378_44_242	fpocket17	0.003	7.453	21	90.73
10010	P40939_PF00725_544_639	fpocket1	0.776	15.2586	26	89.73
10011	P40939_PF00725_544_639	fpocket7	0.021	8.6818	12	96.88
10012	P40939_PF00725_673_760	fpocket5	0.016	6.7676	21	95.67
10013	P40939_PF00725_673_760	fpocket6	0.023	4.7704	15	95.67
10014	P40939_PF02737_363_542	fpocket1	0.846	15.7001	17	90.91
10015	P40939_PF02737_363_542	fpocket2	0.0	3.7777	22	83.25
10016	P40967_PF00801_225_301	fpocket1	0.21	8.3179	15	76.05
10017	P40967_PF00801_225_301	fpocket3	0.33	5.6404	14	84.24
10018	P41002_PF00134_281_406	fpocket3	0.009	6.4756	15	79.37
10019	P41002_PF00134_281_406	fpocket8	0.001	3.8396	9	92.33
10020	P41002_PF00646_32_72	fpocket1	0.087	1.7079	16	84.5
10021	P41002_PF02984_408_531	fpocket1	0.631	6.2419	17	86.31
10022	P41002_PF02984_408_531	fpocket5	0.003	3.8853	12	91.34
10023	P41091_PF03144_276_359	fpocket1	0.388	12.0098	20	85.46
10024	P41091_PF03144_276_359	fpocket3	0.003	2.1093	12	90.78
10025	P41091_PF09173_369_459	fpocket1	0.071	3.8771	12	82.53
10026	P41091_PF09173_369_459	fpocket3	0.002	4.3696	14	86.58
10027	P41134_PF00010_66_106	fpocket1	0.134	1.1048	11	87.32
10028	P41161_PF00178_369_448	fpocket1	0.246	4.6117	12	94.06
10029	P41161_PF00178_369_448	fpocket6	0.015	2.5134	11	90.97
10030	P41162_PF00178_36_116	fpocket1	0.915	9.4443	11	86.3
10031	P41162_PF00178_36_116	fpocket6	0.0	3.3888	10	86.3
10032	P41180_PF00003_606_856	fpocket3	0.467	13.3119	17	85.14
10033	P41182_PF00096_546_568	fpocket1	0.1	0.9927	11	80.3
10034	P41182_PF00096_602_624	fpocket1	0.101	0.6053	13	82.62
10035	P41182_PF00096_630_652	fpocket1	0.001	3.4515	7	83.7
10036	P41208_PF13499_103_167	fpocket1	0.51	8.3867	17	89.97
10037	P41208_PF13499_103_167	fpocket4	0.008	3.2569	12	91.36
10038	P41208_PF13499_30_94	fpocket2	0.0	1.3967	13	86.81
10039	P41208_PF13499_30_94	fpocket4	0.054	2.0311	15	90.57
10040	P41212_PF00178_340_420	fpocket2	0.0	4.5578	13	92.37
10041	P41212_PF00178_340_420	fpocket5	0.173	4.8223	12	91.85
10042	P41214_PF01253_487_567	fpocket1	0.271	2.7933	18	83.31
10043	P41214_PF01253_487_567	fpocket2	0.0	0.7523	10	90.05
10044	P41214_PF17832_2_90	fpocket1	0.864	12.8334	17	87.32
10045	P41214_PF17832_2_90	fpocket2	0.002	6.6702	10	80.11
10046	P41217_PF00047_35_136	fpocket3	0.001	5.2879	19	85.63
10047	P41217_PF00047_35_136	fpocket4	0.001	4.5312	13	84.98
10048	P41218_PF02758_8_80	fpocket2	0.004	3.1412	11	90.9
10049	P41218_PF02758_8_80	fpocket7	0.002	2.7644	12	88.69
10050	P41220_PF00615_83_198	fpocket2	0.4	3.5087	17	97.03
10051	P41220_PF00615_83_198	fpocket6	0.336	3.6497	17	95.92
10052	P41222_PF00061_40_184	fpocket1	0.687	46.9158	18	81.07
10053	P41222_PF00061_40_184	fpocket7	0.0	17.3504	18	81.07
10054	P41223_PF01125_1_144	fpocket6	0.003	7.3833	17	78.84
10055	P41225_PF00505_139_207	fpocket1	0.195	1.2181	8	91.72
10056	P41226_PF00899_15_409	fpocket11	0.0	8.7374	24	90.4
10057	P41226_PF00899_15_409	fpocket5	0.0	13.5908	17	90.4
10058	P41226_PF00899_415_912	fpocket32	0.001	30.2719	22	80.59
10059	P41226_PF09358_914_1008	fpocket1	0.0	2.3238	14	77.21
10060	P41226_PF09358_914_1008	fpocket2	0.474	7.1341	17	83.96
10061	P41226_PF16190_187_257	fpocket4	0.244	11.5393	17	76.07
10062	P41226_PF16191_258_327	fpocket1	0.052	7.0295	14	89.96
10063	P41226_PF16191_258_327	fpocket2	0.222	8.94	11	93.47
10064	P41229_PF00628_326_374	fpocket3	0.003	2.2291	10	72.25
10065	P41229_PF01388_81_165	fpocket5	0.01	3.1388	15	79.05
10066	P41229_PF02373_501_617	fpocket7	0.034	8.7222	17	91.92
10067	P41229_PF02928_707_759	fpocket1	0.002	3.139	15	92.73
10068	P41229_PF02928_707_759	fpocket3	0.604	5.3929	13	91.38
10069	P41235_PF00104_172_361	fpocket1	0.814	11.9482	25	85.24
10070	P41235_PF00104_172_361	fpocket12	0.0	7.1348	13	94.75
10071	P41235_PF00105_58_127	fpocket3	0.0	6.3049	12	94.05
10072	P41235_PF00105_58_127	fpocket4	0.0	5.4884	12	95.33
10073	P41238_PF05240_108_186	fpocket5	0.029	10.2582	13	92.92
10074	P41238_PF05240_108_186	fpocket7	0.026	9.7011	10	87.43
10075	P41240_PF00017_82_156	fpocket3	0.235	4.3397	18	91.0
10076	P41240_PF00017_82_156	fpocket7	0.022	5.9843	10	91.18
10077	P41240_PF00018_15_62	fpocket1	0.005	1.2218	14	84.92
10078	P41240_PF00018_15_62	fpocket2	0.069	5.3312	16	90.7
10079	P41250_PF00458_67_117	fpocket1	0.359	1.0433	16	75.0
10080	P41250_PF00458_67_117	fpocket2	0.367	1.043	15	76.19
10081	P41250_PF00587_291_592	fpocket1	0.207	9.1223	22	87.87
10082	P41250_PF00587_291_592	fpocket13	0.024	9.754	15	97.99
10083	P41250_PF03129_615_709	fpocket1	0.452	2.9184	15	96.38
10084	P41250_PF03129_615_709	fpocket6	0.002	1.939	14	93.95
10085	P41252_PF08264_693_852	fpocket2	0.058	7.3322	14	91.21
10086	P41252_PF08264_693_852	fpocket8	0.092	7.5621	16	95.28
10087	P41252_PF19302_867_1071	fpocket1	0.438	8.5312	16	72.82
10088	P41271_PF03045_23_123	fpocket2	0.252	9.0163	13	83.24
10089	P41271_PF03045_23_123	fpocket3	0.012	4.7989	16	88.16
10090	P41273_PF00229_107_240	fpocket2	0.0	4.9744	13	90.02
10091	P41273_PF00229_107_240	fpocket6	0.202	22.1102	18	85.84
10092	P41279_PF00069_139_388	fpocket10	0.003	9.269	8	86.49
10093	P41439_PF03024_36_211	fpocket1	0.786	26.7323	21	83.83
10094	P41439_PF03024_36_211	fpocket4	0.0	6.7999	13	83.83
10095	P41594_PF00003_573_821	fpocket1	0.201	12.625	19	91.57
10096	P41594_PF00003_573_821	fpocket22	0.563	13.2593	14	82.59
10097	P41743_PF00069_254_522	fpocket7	0.1	14.0798	23	72.53
10098	P41743_PF00564_25_107	fpocket2	0.034	5.8222	16	87.38
10099	P41743_PF00564_25_107	fpocket4	0.29	6.531	15	72.75
10100	P41970_PF00178_6_85	fpocket1	0.014	2.9519	16	87.39
10101	P41970_PF00178_6_85	fpocket4	0.098	3.1723	12	90.8
10102	P42081_PF07686_24_132	fpocket2	0.176	7.1596	15	91.94
10103	P42081_PF07686_24_132	fpocket4	0.001	2.2384	12	86.83
10104	P42126_PF00378_52_301	fpocket1	0.962	17.6303	28	92.85
10105	P42126_PF00378_52_301	fpocket18	0.059	5.4131	18	95.96
10106	P42166_PF03020_111_150	fpocket1	0.472	1.0181	12	85.09
10107	P42166_PF08198_2_49	fpocket1	0.054	1.0359	13	86.47
10108	P42166_PF08198_2_49	fpocket2	0.423	0.6094	11	85.07
10109	P42224_PF00017_573_657	fpocket1	0.35	9.9537	19	84.44
10110	P42224_PF00017_573_657	fpocket3	0.019	5.8548	15	89.34
10111	P42224_PF02864_321_458	fpocket2	0.0	4.2301	14	87.38
10112	P42224_PF02865_2_120	fpocket3	0.001	4.1705	12	92.7
10113	P42224_PF02865_2_120	fpocket5	0.0	5.0717	9	92.75
10114	P42226_PF00017_537_616	fpocket2	0.475	5.721	15	96.25
10115	P42226_PF00017_537_616	fpocket3	0.06	0.9105	16	93.32
10116	P42226_PF02864_277_413	fpocket2	0.0	4.3137	10	91.89
10117	P42229_PF00017_589_670	fpocket2	0.03	3.4701	11	80.17
10118	P42229_PF00017_589_670	fpocket3	0.463	4.8786	11	80.17
10119	P42229_PF02864_336_469	fpocket2	0.003	5.6187	12	94.67
10120	P42229_PF02865_2_124	fpocket3	0.054	5.1019	14	87.25
10121	P42229_PF02865_2_124	fpocket4	0.232	4.6518	12	89.53
10122	P42261_PF10613_407_522	fpocket10	0.549	11.7468	20	94.68
10123	P42262_PF10613_414_529	fpocket1	0.296	7.4266	16	93.95
10124	P42262_PF10613_414_529	fpocket3	0.134	10.5031	17	94.35
10125	P42263_PF10613_423_538	fpocket1	0.739	12.2748	19	94.82
10126	P42263_PF10613_423_538	fpocket2	0.001	2.4301	13	87.23
10127	P42285_PF00270_141_292	fpocket4	0.004	3.7699	17	79.04
10128	P42285_PF00270_141_292	fpocket8	0.052	3.5623	13	94.59
10129	P42285_PF00271_373_528	fpocket1	0.001	5.9164	14	76.27
10130	P42285_PF00271_373_528	fpocket2	0.628	4.9264	17	88.41
10131	P42285_PF08148_867_1037	fpocket4	0.205	2.2977	13	94.09
10132	P42285_PF08148_867_1037	fpocket7	0.032	1.474	20	94.32
10133	P42285_PF13234_582_841	fpocket12	0.0	2.3901	13	75.24
10134	P42285_PF13234_582_841	fpocket9	0.006	2.603	9	86.1
10135	P42330_PF00248_18_301	fpocket10	0.131	32.6542	23	87.92
10136	P42330_PF00248_18_301	fpocket3	0.546	13.16	18	97.59
10137	P42331_PF00620_177_325	fpocket4	0.085	9.0374	17	95.89
10138	P42331_PF00620_177_325	fpocket7	0.733	10.6777	19	97.39
10139	P42336_PF00792_350_485	fpocket5	0.001	3.2262	14	95.95
10140	P42336_PF00792_350_485	fpocket8	0.056	21.977	20	95.65
10141	P42336_PF00794_173_292	fpocket1	0.342	8.8395	14	90.83
10142	P42336_PF00794_173_292	fpocket12	0.001	4.2628	13	80.66
10143	P42338_PF00792_347_490	fpocket10	0.037	4.662	15	94.91
10144	P42338_PF00792_347_490	fpocket8	0.006	14.9038	20	76.42
10145	P42338_PF00794_180_288	fpocket5	0.015	11.866	11	81.81
10146	P42338_PF00794_180_288	fpocket7	0.054	7.2201	13	91.08
10147	P42345_PF08771_2015_2113	fpocket1	0.142	3.6042	19	82.61
10148	P42345_PF08771_2015_2113	fpocket4	0.015	3.7187	20	84.11
10149	P42568_PF03366_27_108	fpocket3	0.004	7.1701	15	97.35
10150	P42568_PF03366_27_108	fpocket4	0.004	6.4732	12	97.69
10151	P42568_PF17793_503_563	fpocket2	0.563	6.0079	14	90.65
10152	P42568_PF17793_503_563	fpocket7	0.002	6.5066	14	89.64
10153	P42574_PF00656_44_274	fpocket13	0.034	8.0051	18	74.92
10154	P42574_PF00656_44_274	fpocket9	0.0	9.8036	23	85.58
10155	P42575_PF00619_37_121	fpocket1	0.413	0.7667	19	77.13
10156	P42575_PF00619_37_121	fpocket2	0.235	2.1111	15	83.4
10157	P42575_PF00656_199_439	fpocket3	0.05	14.9518	18	75.0
10158	P42575_PF00656_199_439	fpocket4	0.471	6.6959	17	90.08
10159	P42658_PF00326_641_850	fpocket1	0.011	21.4658	19	94.23
10160	P42658_PF00326_641_850	fpocket2	0.66	15.3751	19	94.85
10161	P42679_PF00017_122_196	fpocket1	0.002	6.8924	16	88.29
10162	P42679_PF00017_122_196	fpocket5	0.223	6.2859	11	91.45
10163	P42679_PF00018_59_100	fpocket1	0.06	1.6435	12	74.3
10164	P42679_PF00018_59_100	fpocket2	0.28	1.8458	13	83.79
10165	P42679_PF07714_235_478	fpocket1	0.268	19.52	22	76.45
10166	P42680_PF00017_247_330	fpocket1	0.359	9.7906	14	88.25
10167	P42680_PF00017_247_330	fpocket4	0.005	5.4317	13	83.39
10168	P42680_PF00018_185_231	fpocket1	0.422	5.3909	18	87.26
10169	P42680_PF00018_185_231	fpocket4	0.193	7.1785	13	85.02
10170	P42680_PF00169_5_111	fpocket3	0.001	4.9701	17	78.73
10171	P42680_PF07714_370_619	fpocket3	0.25	16.5848	14	87.62
10172	P42681_PF00017_150_231	fpocket4	0.077	5.6699	17	89.89
10173	P42681_PF00017_150_231	fpocket8	0.253	6.0861	14	85.7
10174	P42681_PF00018_88_134	fpocket1	0.503	3.9035	17	84.0
10175	P42681_PF00018_88_134	fpocket3	0.024	2.9368	14	74.24
10176	P42681_PF07714_271_520	fpocket1	0.412	12.669	14	84.52
10177	P42681_PF07714_271_520	fpocket3	0.382	15.9645	25	80.61
10178	P42684_PF00017_173_248	fpocket1	0.327	9.563	16	93.38
10179	P42684_PF00017_173_248	fpocket2	0.006	5.6972	10	90.91
10180	P42684_PF00018_113_159	fpocket1	0.102	4.5471	16	91.11
10181	P42684_PF00018_113_159	fpocket2	0.105	7.3448	14	77.98
10182	P42684_PF07714_288_539	fpocket2	0.032	15.409	21	77.23
10183	P42684_PF07714_288_539	fpocket3	0.667	9.0787	21	90.78
10184	P42684_PF08919_1082_1182	fpocket1	0.01	2.1143	16	83.07
10185	P42684_PF08919_1082_1182	fpocket4	0.236	3.0762	13	79.34
10186	P42685_PF00017_116_193	fpocket1	0.023	4.0843	15	85.74
10187	P42685_PF00017_116_193	fpocket2	0.071	5.7639	16	94.77
10188	P42685_PF00018_48_102	fpocket2	0.078	6.7242	15	91.52
10189	P42685_PF00018_48_102	fpocket3	0.647	6.3244	11	86.31
10190	P42694_PF13086_641_764	fpocket14	0.02	9.7756	19	88.6
10191	P42694_PF13086_754_833	fpocket1	0.198	5.6888	20	89.29
10192	P42694_PF13086_754_833	fpocket4	0.001	2.8822	14	86.55
10193	P42694_PF13087_840_1052	fpocket1	0.618	9.1752	17	88.52
10194	P42696_PF00076_187_234	fpocket2	0.533	7.9782	13	89.26
10195	P42696_PF00076_187_234	fpocket3	0.0	22.0033	13	78.4
10196	P42696_PF00076_289_358	fpocket1	0.298	1.5043	11	89.8
10197	P42696_PF00076_289_358	fpocket2	0.007	1.4534	18	92.9
10198	P42701_PF00041_447_532	fpocket2	0.022	6.1416	16	79.07
10199	P42701_PF00041_447_532	fpocket3	0.001	3.1261	15	82.59
10200	P42702_PF00041_434_523	fpocket1	0.057	2.6011	17	90.04
10201	P42702_PF00041_434_523	fpocket3	0.031	5.125	18	87.88
10202	P42702_PF17971_131_244	fpocket1	0.682	2.8325	21	82.92
10203	P42702_PF17971_131_244	fpocket4	0.01	4.2801	12	92.74
10204	P42702_PF18207_51_129	fpocket2	0.128	5.8472	16	71.45
10205	P42765_PF00108_7_266	fpocket6	0.934	20.6393	22	95.8
10206	P42765_PF00108_7_266	fpocket9	0.344	16.5938	19	89.04
10207	P42765_PF02803_273_395	fpocket1	0.624	10.0621	21	97.86
10208	P42765_PF02803_273_395	fpocket5	0.002	11.0203	18	97.57
10209	P42768_PF00568_36_145	fpocket4	0.323	7.5474	20	87.85
10210	P42768_PF00568_36_145	fpocket8	0.008	3.579	11	85.39
10211	P42768_PF00786_237_296	fpocket1	0.766	4.8269	14	86.53
10212	P42785_PF05577_55_477	fpocket2	0.899	30.3988	25	71.63
10213	P42830_PF00048_47_106	fpocket1	0.032	6.3486	11	89.51
10214	P42830_PF00048_47_106	fpocket2	0.033	4.5613	15	91.9
10215	P43026_PF00019_399_500	fpocket2	0.38	9.0242	13	84.39
10216	P43026_PF00019_399_500	fpocket3	0.021	3.7705	13	92.41
10217	P43034_PF08513_9_35	fpocket1	0.172	1.2974	12	84.08
10218	P43034_PF08513_9_35	fpocket2	0.002	1.2414	13	83.86
10219	P43080_PF13499_89_161	fpocket5	0.007	1.6021	11	79.41
10220	P43121_PF00047_348_421	fpocket2	0.057	2.6372	14	93.82
10221	P43121_PF00047_348_421	fpocket3	0.003	3.9939	16	88.26
10222	P43121_PF08205_139_234	fpocket1	0.842	2.9192	17	95.77
10223	P43121_PF08205_139_234	fpocket8	0.001	3.0088	16	89.63
10224	P43121_PF13927_253_322	fpocket1	0.212	3.588	20	91.85
10225	P43121_PF13927_253_322	fpocket6	0.0	2.4136	12	71.58
10226	P43146_PF00041_430_514	fpocket1	0.001	3.798	20	74.7
10227	P43146_PF00041_430_514	fpocket2	0.283	2.6077	17	80.78
